"","solvent","sample","plate","well","control","control2","auc","run","A","mu","lambda","rel_fitness","rel_max_GR","DT","rel_fit_off_plate","strain","rel_fit_to_by"
"59","DMSO-2","Miconazole Nitrate","S1L2","H07",2,"case",130471.5555,"SAM-MIATCS3ISH",0.955,4.41424930373801e-05,19545.3168947017,0.959348808674786,1.10316500778688,4.36180356478346,1.74030665286211,"S6.45",1.39587310388407
"60","DMSO-2","Miconazole Nitrate","S1L1","H07",2,"case",65519.873,"SAM-MIATCS3ISH",0.505,2.9256769563129e-05,1250.5962917995,0.906813205861058,1.16425485704429,6.58107119698971,0.939809381272311,"S6.14",0.700975995419939
"61","DMSO-2","Miltefosine","S2L2","E08",2,"case",75171.2495,"SAM-MIATCS3ISH",0.678,8.09706898252504e-05,4584.02381056653,0.959786887441475,4.48336312129226,2.37790839999526,1.91078773882861,"u5.05",1.07995503944769
"62","DMSO-2","Miltefosine","S3L1","E08",2,"case",34885.5715,"SAM-MIATCS3ISH",0.394,0.000129244254935776,1952.24581167638,0.251905625632376,1.28549361056818,1.48974423338624,0.676346850419576,"wlp.644",0.501186943093687
"63","DMSO-2","Miltefosine","S1L1","E08",2,"case",67607.614,"SAM-MIATCS3ISH",0.544,2.66277245715817e-05,36448.2053861648,0.935708120068502,1.05963365496002,7.23084253674316,0.969755693553271,"S6.14",0.971291337179841
"64","DMSO-2","Miltefosine","S2L1","E08",2,"case",112107.988,"SAM-MIATCS3ISH",0.92,3.28208142440005e-05,48641.5755425129,0.978393927900289,0.347977604834102,5.86642616656196,1.44515819487466,"s6.113",1.61061027198891
"65","DMSO-2","Miltefosine","S1L2","E08",2,"case",80852.536,"SAM-MIATCS3ISH",1.005,4.15913440086301e-05,96408.3128439274,0.594503405686271,1.03940924447321,4.62934988224766,1.0784588699226,"S6.45",1.16157579242216
"66","DMSO-2","Miltefosine","S3L2","E08",2,"case",49948.0905,"SAM-MIATCS3ISH",0.416,1.39765309043245e-05,36461.3491410478,18.1967946550747,13.5220644093325,13.7760138625887,0.629778245278689,"W.34.70",0.71758408174743
"67","DMSO-2","Nystatin ","S3L1","D07",2,"case",4488.1625,"SAM-MIATCS3ISH",0.067,7.80535491500498e-06,3050.42221083281,0.032408624365012,0.0776338869100355,24.6677935321985,0.0870146149403415,"wlp.644",0.145416757258599
"68","DMSO-2","Nystatin ","S2L2","D07",2,"case",17647.2095,"SAM-MIATCS3ISH",0.133,7.77702341529691e-06,7278.89910450508,0.225319658655303,0.430615325728586,24.757657680464,0.44857670667214,"u5.05",0.571770736944827
"69","DMSO-2","Nystatin ","S1L2","D07",2,"case",38144.3905,"SAM-MIATCS3ISH",0.324,8.11957719864791e-06,17985.7475945888,0.280473206926707,0.202916347202854,23.7131661881281,0.50879240538004,"S6.45",1.2358807360731
"70","DMSO-2","Nystatin ","S2L1","D07",2,"case",1298.8385,"SAM-MIATCS3ISH",0.01,9.43481642808145e-07,885,0.01133528238615,0.0100031181380375,204.074859279511,0.0167430272862778,"s6.113",0.0420824519773119
"71","DMSO-2","Nystatin ","S3L2","D07",2,"case",94004.219,"SAM-MIATCS3ISH",0.904,2.42269279791444e-05,39501.7073372059,34.247064356818,23.439155454011,7.94739158240042,1.18526677392429,"W.34.70",3.04574281693391
"72","DMSO-2","Nystatin ","S1L1","D07",2,"case",58238.024,"SAM-MIATCS3ISH",0.582,0.000108010540671975,8495.75165923801,0.806030397013334,4.29821195118568,1.78261197741446,0.835359392439024,"S6.14",1.88691576992331
"73","DMSO-2","Triclosan","S3L1","D08",2,"case",85853.3325,"SAM-MIATCS3ISH",0.686,3.70125819568098e-05,29733.5787543967,0.619939318925501,0.368135803326447,5.20203869358671,1.66448845576171,"wlp.644",0.64709151624386
"74","DMSO-2","Triclosan","S1L2","D08",2,"case",127532.5525,"SAM-MIATCS3ISH",0.913,4.48873694891419e-05,7675.72840725186,0.937738511963473,1.12178021459027,4.28942229585204,1.70110449531842,"S6.45",0.961235054768254
"75","DMSO-2","Triclosan","S2L1","D08",2,"case",66587.521,"SAM-MIATCS3ISH",0.537,2.4236600452994e-05,31390.9823715944,0.58112563950691,0.256964806304146,7.94421989429994,0.858364362488944,"s6.113",0.501881740313456
"76","DMSO-2","Triclosan","S3L2","D08",2,"case",8079.555,"SAM-MIATCS3ISH",0.161,6.9491413862751e-06,132975.652894247,2.94349597287171,6.72318031262647,27.7071472267281,0.101872322236876,"W.34.70",0.0608970128856169
"77","DMSO-2","Triclosan","S1L1","D08",2,"case",67938.8205,"SAM-MIATCS3ISH",0.537,2.38264718685018e-05,32170.6670468018,0.940292109846183,0.948159554638322,8.08096492638548,0.97450648078142,"S6.14",0.512066719939665
"78","DMSO-2","Triclosan","S2L2","D08",2,"case",88616.244,"SAM-MIATCS3ISH",0.703,8.16545035961432e-05,4639.07038391182,1.13145264407923,4.52122602512658,2.35799466054152,2.25254779749596,"u5.05",0.667916061310676
"79","DMSO","5-Fluorouracil","S1L2","H04",1,"case",95689.79,"SAM-MIATCS3ISH",0.829,2.45156872342155e-05,1379.46162976079,1.16312984792466,0.695875907866218,7.85378283094396,1.27636692541754,"S6.45",2.37557008904175
"80","DMSO","5-Fluorouracil","S3L2","H04",1,"case",56246.098,"SAM-MIATCS3ISH",0.478,1.92141635342202e-05,37429.8324014121,0.917483724932086,1.03237408594293,10.020778846082,0.709187649570171,"W.34.70",1.39635114711936
"81","DMSO","5-Fluorouracil","S2L1","H04",1,"case",100432.606,"SAM-MIATCS3ISH",0.833,2.50692465100331e-05,38514.1673285073,1.05961993137791,0.715799247413548,7.68036180951096,1.294653540598,"s6.113",2.49331401791262
"82","DMSO","5-Fluorouracil","S2L2","H04",1,"case",64416.923,"SAM-MIATCS3ISH",0.697,9.77043101019659e-06,2880.71405546567,0.936908857103055,0.75334110493468,19.7064882079342,1.63742211896407,"u5.05",1.59919794480587
"83","DMSO","5-Fluorouracil","S3L1","H04",1,"case",94187.966,"SAM-MIATCS3ISH",0.817,1.77163548310367e-05,1695.18884905196,0.999229916475826,0.389829728337008,10.8679739892976,1.8260768395761,"wlp.644",2.33828619309626
"84","DMSO","5-Fluorouracil","S1L1","H04",1,"case",74611.89,"SAM-MIATCS3ISH",0.617,3.16622869528668e-05,1303.58438230224,0.893784859466762,0.586576589120695,6.08107948031343,1.07022420779811,"S6.14",1.85229557062329
"85","DMSO","6-Azauracil","S1L1","B05",1,"case",117555.6445,"SAM-MIATCS3ISH",0.887,4.72906565449641e-05,15072.0020798787,1.40821329146008,0.876108287904696,4.07143604161649,1.68620439057647,"S6.14",0.966400147454648
"86","DMSO","6-Azauracil","S3L1","B05",1,"case",128825.704,"SAM-MIATCS3ISH",0.951,0.000105877959447743,3630.57378517507,1.36669792240613,2.32973298187071,1.81851713513522,2.49761879788854,"wlp.644",1.05904892845489
"87","DMSO","6-Azauracil","S3L2","B05",1,"case",59253.3815,"SAM-MIATCS3ISH",0.468,1.27117864934182e-05,12744.182415543,0.966538393000025,0.683002355968907,15.1466423376892,0.747105449965074,"W.34.70",0.487109545971538
"88","DMSO","6-Azauracil","S1L2","B05",1,"case",115395.723,"SAM-MIATCS3ISH",0.907,6.92766846664899e-05,1882.29648931005,1.40265967502015,1.96641339790685,2.77930279741011,1.53921629644964,"S6.45",0.948643888578533
"89","DMSO","6-Azauracil","S2L1","B05",1,"case",126742.5965,"SAM-MIATCS3ISH",0.89,0.000126870090205134,2775.33913931305,1.3372049850622,3.62250676548172,1.51762234248874,1.63380955487014,"s6.113",1.04192414126388
"90","DMSO","6-Azauracil","S2L2","B05",1,"case",94509.1705,"SAM-MIATCS3ISH",0.728,6.72340999212509e-05,9932.029529824,1.37458411229783,5.1840303740034,2.86373854508933,2.40234086036128,"u5.05",0.776939947847561
"91","DMSO","CCCP","S3L2","F03",1,"case",804.788499999998,"SAM-MIATCS3ISH",0.00599999999999999,7.29141556379442e-07,0,0.0131276724433845,0.0391766649872422,264.065162387585,0.0101473006130328,"W.34.70",0.0302871956247172
"92","DMSO","CCCP","S2L1","F03",1,"case",47620.848,"SAM-MIATCS3ISH",0.606,0.000110714026831031,2830.57775169639,0.502426469845042,3.16120458794238,1.73908301413989,0.613869359015527,"s6.113",1.79215028444234
"93","DMSO","CCCP","S3L1","F03",1,"case",140974.7215,"SAM-MIATCS3ISH",1.255,4.23436063388933e-05,23577.4913077045,1.4955855314855,0.931726459157518,4.54710640250832,2.73315886125878,"wlp.644",5.30540504518955
"94","DMSO","CCCP","S2L2","F03",1,"case",40265.1425,"SAM-MIATCS3ISH",0.453,7.04222353366666e-05,2079.99153462391,0.585634440203961,5.42984895191711,2.73409218790622,1.02350487856646,"u5.05",1.5153276267673
"95","DMSO","CCCP","S1L1","F03",1,"case",25949.4045,"SAM-MIATCS3ISH",0.505,2.01985710483298e-05,111150.771056379,0.310851056772301,0.374199404113751,9.5324012291847,0.372215217626107,"S6.14",0.976572963500867
"96","DMSO","CCCP","S1L2","F03",1,"case",62188.994,"SAM-MIATCS3ISH",0.8,3.02140330893667e-05,118904.207927743,0.755920512876115,0.857623019313894,6.37256479197527,0.829513525597555,"S6.45",2.3404040030174
"97","DMSO","Cinnamic acid","S3L1","F02",1,"case",144545.354,"SAM-MIATCS3ISH",1.279,4.23292538533054e-05,23759.3894808975,1.53346598443785,0.931410647828888,4.54864817972307,2.80238478881399,"wlp.644",1.60482781029162
"98","DMSO","Cinnamic acid","S2L2","F02",1,"case",50980.8475,"SAM-MIATCS3ISH",0.495,8.14344512345668e-06,47613.8861580638,0.741488499308949,0.627893686663097,23.6436643914099,1.29588877351428,"u5.05",0.56601945061642
"99","DMSO","Cinnamic acid","S3L2","F02",1,"case",58366.3565,"SAM-MIATCS3ISH",0.487,1.75665162766115e-05,36196.7750407979,0.952069282607552,0.943846249250961,10.9606754382614,0.735921257688127,"W.34.70",0.648017729415192
"100","DMSO","Cinnamic acid","S1L2","F02",1,"case",118774.6245,"SAM-MIATCS3ISH",1.089,2.49517961229387e-05,34057.7121540791,1.44373094487922,0.708254825331164,7.71651397519503,1.58428607995365,"S6.45",1.31870596515018
"101","DMSO","Cinnamic acid","S1L1","F02",1,"case",51363.2855,"SAM-MIATCS3ISH",0.41,2.08286909665884e-05,38519.2448626731,0.615287012731733,0.385873026835298,9.24402228626519,0.736748948916126,"S6.14",0.570265502953131
"102","DMSO","Cinnamic acid","S2L1","F02",1,"case",60234.8345,"SAM-MIATCS3ISH",0.522,3.4961936927818e-05,48253.3710762014,0.635511053048348,0.99826407351479,5.50715722319365,0.776473347239036,"s6.113",0.668762674682115
"103","DMSO","Cycloheximide","S3L1","G05",1,"case",45801.1195,"SAM-MIATCS3ISH",0.538,8.67343511076798e-05,861.941085343257,0.485899109579289,1.90849804331984,2.21989190015195,0.887972923691837,"wlp.644",2.84238997698496
"104","DMSO","Cycloheximide","S2L1","G05",1,"case",27934.8635,"SAM-MIATCS3ISH",0.208,1.66451729047699e-05,2144.35855939163,0.294728368841901,0.475267664448324,11.5673705878836,0.360101877037789,"s6.113",1.73362085660031
"105","DMSO","Cycloheximide","S2L2","G05",1,"case",33723.229,"SAM-MIATCS3ISH",0.274,7.05314356785775e-06,5877.33141869226,0.49048589204136,0.543826875511194,27.2985912786905,0.85721513099113,"u5.05",2.09284334417128
"106","DMSO","Cycloheximide","S1L1","G05",1,"case",34469.502,"SAM-MIATCS3ISH",0.431,0.000129687429228807,3003.90303377417,0.412914335784274,2.40259365983598,1.48465340576051,0.494426497856378,"S6.14",2.13915659848583
"107","DMSO","Cycloheximide","S3L2","G05",1,"case",1880.5585,"SAM-MIATCS3ISH",0.018,1.84796682818927e-06,0,0.0306755824649862,0.0992909767686214,104.190660000934,0.0237113134940348,"W.34.70",0.116706331414757
"108","DMSO","Cycloheximide","S1L2","G05",1,"case",55289.39,"SAM-MIATCS3ISH",0.519,0.000112299326681845,2027.18906985403,0.672054351697787,3.18760780233923,1.71453283984829,0.737482533115719,"S6.45",3.43122634741739
"109","DMSO","DMSO control","S1L1","B01",1,"DMSO",83478.579,"SAM-MIATCS3ISH",0.645,5.3978095171391e-05,30444.0391089559,1,1,3.5670188597341,1.19740695589385,"S6.14",1.01002952311621
"110","DMSO","DMSO control","S2L1","B01",1,"DMSO",94781.726,"SAM-MIATCS3ISH",0.781,3.50227338190389e-05,21065.4725595137,1,1,5.49759720311169,1.22180935093817,"s6.113",1.14678930401907
"111","DMSO","DMSO control","S2L2","B01",1,"DMSO",68754.738,"SAM-MIATCS3ISH",0.6,1.29694648894059e-05,39395.5981436946,1,1,14.8457076009474,1.74768560095271,"u5.05",0.831881855992299
"112","DMSO","DMSO control","S1L2","B01",1,"DMSO",82269.224,"SAM-MIATCS3ISH",0.626,3.52299698223331e-05,26226.3601527572,1,1,5.46525825766724,1.0973554910442,"S6.45",0.995397215420502
"113","DMSO","DMSO control","S3L1","B01",1,"DMSO",94260.5545,"SAM-MIATCS3ISH",0.747,4.54463924714353e-05,21615.6265303956,1,1,4.23665934782156,1.82748415501457,"wlp.644",1.1404835114683
"114","DMSO","DMSO control","S3L2","B01",1,"DMSO",61304.7365,"SAM-MIATCS3ISH",0.562,1.86116290556352e-05,48777.0368518514,1,1,10.3451924016601,0.772970277617368,"W.34.70",0.74174230699183
"115","DMSO","EDTA","S1L1","B03",1,"case",77209.363,"SAM-MIATCS3ISH",0.598,2.63547097760921e-05,24049.3661874876,0.924900302866919,0.488248236482053,7.30574857870523,1.10748205616118,"S6.14",0.621563462203383
"116","DMSO","EDTA","S1L2","B03",1,"case",130364.6655,"SAM-MIATCS3ISH",0.963,2.97545233514846e-05,20989.7067847693,1.58461037021572,0.844579870534619,6.47097858750497,1.73888089092181,"S6.45",1.04948298611356
"117","DMSO","EDTA","S3L1","B03",1,"case",107112.606,"SAM-MIATCS3ISH",0.915,3.80402709766619e-05,25264.1312402455,1.13634602054033,0.837036096992112,5.06150136540824,2.07665434715131,"wlp.644",0.86229544765169
"118","DMSO","EDTA","S2L2","B03",1,"case",122639.1155,"SAM-MIATCS3ISH",1.111,1.83153077685573e-05,29102.1859048053,1.78371875258982,1.41218685001554,10.512566096182,3.11737958005056,"u5.05",0.987289497929682
"119","DMSO","EDTA","S3L2","B03",1,"case",36328.4615,"SAM-MIATCS3ISH",0.379,1.94315528923149e-05,50816.9547657139,0.592588168126291,1.04405438310794,9.90867197057743,0.458053040829347,"W.34.70",0.29245733197491
"120","DMSO","EDTA","S2L1","B03",1,"case",77933.422,"SAM-MIATCS3ISH",0.598,2.6681595287434e-05,28339.0672492356,0.822241008778422,0.761836452439628,7.21624330984261,1.00462175325031,"s6.113",0.627392400578118
"121","DMSO","Fluconazole","S3L2","F01",1,"case",4925.3095,"SAM-MIATCS3ISH",0.044,2.10614951250074e-06,0,0.0803414186438922,0.11316309315025,91.4184308122836,0.0621015286733425,"W.34.70",0.0450328664865996
"122","DMSO","Fluconazole","S3L1","F01",1,"case",139809.992,"SAM-MIATCS3ISH",1.186,4.57866705031251e-05,23945.3550045316,1.48322904253656,1.00748745969009,4.2051732823799,2.71057757349299,"wlp.644",1.27830437929404
"123","DMSO","Fluconazole","S2L2","F01",1,"case",76489.7425,"SAM-MIATCS3ISH",0.715,1.26277595559566e-05,3889.75392669166,1.11250140317603,0.973653089286014,15.2474302852917,1.94430268337042,"u5.05",0.699357545266319
"124","DMSO","Fluconazole","S2L1","F01",1,"case",58965.3785,"SAM-MIATCS3ISH",0.465,2.12374334729845e-05,26222.0730947069,0.622117585197805,0.606389940394644,9.06610884661742,0.760109082977752,"s6.113",0.539129574968295
"125","DMSO","Fluconazole","S1L2","F01",1,"case",112367.3235,"SAM-MIATCS3ISH",0.992,1.94584561756163e-05,10793.0938277228,1.3658488318791,0.552326790904065,9.89497222961345,1.49882171559884,"S6.45",1.02739181702836
"126","DMSO","Fluconazole","S1L1","F01",1,"case",76189.3215,"SAM-MIATCS3ISH",0.603,2.44058202533783e-05,26503.8126755505,0.912681102298112,0.452143043875206,7.88913797979078,1.09285070040463,"S6.14",0.696610749601443
"127","DMSO","Guanidine hydrochloride","S3L1","H02",1,"case",81829.777,"SAM-MIATCS3ISH",0.611,3.9358616492276e-05,24124.9301879566,0.868123229637908,0.866044901518076,4.89196269199806,1.58648144676335,"wlp.644",0.773551947669063
"128","DMSO","Guanidine hydrochloride","S2L2","H02",1,"case",62619.5125,"SAM-MIATCS3ISH",0.586,1.68403875095661e-05,34083.7974610675,0.910766506011557,1.29846432780138,11.4332810560031,1.59173350838641,"u5.05",0.59195378054693
"129","DMSO","Guanidine hydrochloride","S1L2","H02",1,"case",127845.61,"SAM-MIATCS3ISH",0.955,4.30511721920758e-05,23572.0997370691,1.55399071224982,1.22200423131741,4.47237261345264,1.70528024111903,"S6.45",1.20854808899747
"130","DMSO","Guanidine hydrochloride","S2L1","H02",1,"case",75408.8185,"SAM-MIATCS3ISH",0.573,3.15427710051221e-05,23449.3895298003,0.795605035721759,0.900637031023973,6.10412076534455,0.972077672298343,"s6.113",0.71285344480528
"131","DMSO","Guanidine hydrochloride","S3L2","H02",1,"case",103850.307,"SAM-MIATCS3ISH",0.965,2.78036272647283e-05,37396.8981496423,1.69400135991124,1.49388466649619,6.92502750290899,1.30941270145479,"W.34.70",0.981716071960946
"132","DMSO","Guanidine hydrochloride","S1L1","H02",1,"case",69842.495,"SAM-MIATCS3ISH",0.514,2.5636362600969e-05,24872.2194627286,0.836651699593497,0.474940112643259,7.51046029757732,1.00181256475367,"S6.14",0.660233963943429
"133","DMSO","Miconazole Nitrate","S2L1","H01",1,"case",109270.436,"SAM-MIATCS3ISH",0.854,3.8199855701374e-05,20869.5015589481,1.15286396029547,1.0907159874712,5.04035630380531,1.40857996704862,"s6.113",0.968375848536838
"134","DMSO","Miconazole Nitrate","S1L1","H01",1,"case",106621.0495,"SAM-MIATCS3ISH",0.853,5.75634450220769e-05,9970.40870222778,1.27722645470522,1.06642231148212,3.3448464284066,1.52935984111568,"S6.14",0.944896470271709
"135","DMSO","Miconazole Nitrate","S3L1","H01",1,"case",73364.2835,"SAM-MIATCS3ISH",0.563,2.95211082249867e-05,25917.5653302705,0.778313727191155,0.649580893434869,6.52214280105877,1.42235600407217,"wlp.644",0.650168544093753
"136","DMSO","Miconazole Nitrate","S2L2","H01",1,"case",80492.378,"SAM-MIATCS3ISH",0.687,1.77733906784993e-05,1817.44462069421,1.17071754385858,1.37040277529241,10.8330980268044,2.04604619418436,"u5.05",0.7133391034195
"137","DMSO","Miconazole Nitrate","S1L2","H01",1,"case",117984.9095,"SAM-MIATCS3ISH",0.94,3.99796192628986e-05,17914.2140177829,1.43413179027919,1.13481843624954,4.81597591569745,1.57375239494393,"S6.45",1.04560520698942
"138","DMSO","Miconazole Nitrate","S3L2","H01",1,"case",67730.1645,"SAM-MIATCS3ISH",0.905,1.46445958169803e-05,76531.0741665924,1.10481128158833,0.786851907116977,13.1475723806337,0.853986283044133,"W.34.70",0.600237886112462
"139","DMSO","Miltefosine","S3L1","E02",1,"case",66265.2695,"SAM-MIATCS3ISH",0.644,0.000108122938571531,7080.70040890405,0.703001057563267,2.37913138296929,1.78075888458668,1.28472329365536,"wlp.644",0.733858139347659
"140","DMSO","Miltefosine","S1L1","E02",1,"case",70607.9835,"SAM-MIATCS3ISH",0.541,2.50207785192427e-05,28575.8027758131,0.845821578970576,0.463535781316419,7.69523951226363,1.01279264210449,"S6.14",0.781951749164775
"141","DMSO","Miltefosine","S2L1","E02",1,"case",134619.5165,"SAM-MIATCS3ISH",0.994,3.41621683011468e-05,25010.2435362288,1.42031087828048,0.975428373971642,5.63608497539105,1.7353491123223,"s6.113",1.49085076758907
"142","DMSO","Miltefosine","S3L2","E02",1,"case",72310.257,"SAM-MIATCS3ISH",0.644,1.66609853897114e-05,38389.1410056582,1.17952153664342,0.895192212347843,11.5563923132525,0.911735089634929,"W.34.70",0.800803664697554
"143","DMSO","Miltefosine","S1L2","E02",1,"case",157958.808,"SAM-MIATCS3ISH",1.205,0.000108592955322168,5771.76375400159,1.92002306962322,3.08240273465488,1.77305132655846,2.10694785838258,"S6.45",1.74932295314145
"144","DMSO","Miltefosine","S2L2","E02",1,"case",81316.534,"SAM-MIATCS3ISH",0.735,2.14553770482727e-05,5625.67313619072,1.18270444140155,1.65429932778479,8.97401537412622,2.06699552242031,"u5.05",0.900544143104114
"145","DMSO","Nystatin ","S3L2","D01",1,"case",66677.9735,"SAM-MIATCS3ISH",0.545,2.08381485483364e-05,35957.281393012,1.08764799111403,1.11963055388895,9.23982680333877,0.840719569641385,"W.34.70",36.0862999134346
"146","DMSO","Nystatin ","S1L1","D01",1,"case",817.256999999998,"SAM-MIATCS3ISH",0.013,2.64941803719533e-07,116801.275805296,0.00979002050334372,0.00490832073414765,726.728967591302,0.0117226386490472,"S6.14",0.442301702650783
"147","DMSO","Nystatin ","S2L2","D01",1,"case",108447.4135,"SAM-MIATCS3ISH",1.114,3.09266139772871e-05,47129.9147400175,1.57730822128942,2.38457131739872,6.22573436685562,2.75663886661185,"u5.05",58.6920340102606
"148","DMSO","Nystatin ","S3L1","D01",1,"case",9887.494,"SAM-MIATCS3ISH",0.114,1.19956394162244e-05,1983.90934567548,0.104895351533286,0.263951410967637,16.0509062341819,0.191694592861764,"wlp.644",5.35113854166976
"149","DMSO","Nystatin ","S2L1","D01",1,"case",2073.773,"SAM-MIATCS3ISH",0.022,2.28411357663092e-06,1400.38679912319,0.0218794601820186,0.0652180263377738,84.2956696456717,0.0267325290438697,"s6.113",1.12233156621629
"150","DMSO","Nystatin ","S1L2","D01",1,"case",22776.0075,"SAM-MIATCS3ISH",0.223,2.91649582906178e-06,34024.7328598089,0.276847238768169,0.0827845111355431,66.0178840546509,0.303799837642676,"S6.45",12.3264369676087
"151","DMSO","Triclosan","S3L2","D02",1,"case",41536.4345,"SAM-MIATCS3ISH",0.629,1.50749942634712e-05,90842.058880775,0.677540380587069,0.80997715022194,12.7722027699491,0.523718576079364,"W.34.70",0.311268060183667
"152","DMSO","Triclosan","S1L1","D02",1,"case",81054.5235,"SAM-MIATCS3ISH",0.601,2.52841726754088e-05,24984.5352217503,0.97096194581846,0.468415430280127,7.61507548459902,1.16263658783125,"S6.14",0.607410929769537
"153","DMSO","Triclosan","S2L2","D02",1,"case",93378.16,"SAM-MIATCS3ISH",0.842,1.84532555650827e-05,39976.6587630666,1.35813418414888,1.4228232022245,10.4339791322892,2.37359155779865,"u5.05",0.699762487478797
"154","DMSO","Triclosan","S3L1","D02",1,"case",141428.4025,"SAM-MIATCS3ISH",1.078,3.7815257193851e-05,20717.5178119776,1.50039858401215,0.832084905696734,5.0916190388937,2.7419546384885,"wlp.644",1.05984408702798
"155","DMSO","Triclosan","S2L1","D02",1,"case",123564.7795,"SAM-MIATCS3ISH",0.905,3.15448123422412e-05,18874.981878142,1.30367724575938,0.900695317082669,6.10372575369692,1.59284504947413,"s6.113",0.925976668074088
"156","DMSO","Triclosan","S1L2","D02",1,"case",146086.486,"SAM-MIATCS3ISH",1.191,3.83946339949664e-05,22566.5542132242,1.77571245840364,1.08982875059482,5.0147862723243,1.94858781674484,"S6.45",1.09475109415731
"157","ETOH-2","ETOH control ","S3L1","C07",2,"ETOH",98492.35,"SAM-MIATCS3ISH",0.774,4.12236844528222e-05,31616.3661683628,1,1,4.67063742711363,1.91378980020426,"wlp.644",0.835304405535337
"158","ETOH-2","ETOH control ","S2L2","C07",2,"ETOH",90984.1225,"SAM-MIATCS3ISH",0.966,3.90271161865091e-05,39933.0113165864,1,1,4.93351552209823,2.13444152341416,"u5.05",0.771627830567722
"159","ETOH-2","ETOH control ","S1L2","C07",2,"ETOH",151374.1455,"SAM-MIATCS3ISH",1.211,7.47295088641607e-05,29965.8959989768,1,1,2.5765040666715,2.33881868401829,"S6.45",1.28378996561963
"160","ETOH-2","ETOH control ","S2L1","C07",2,"ETOH",90090.0265,"SAM-MIATCS3ISH",0.837,7.26686977398621e-05,36407.8499457473,1,1,2.64957112866021,1.16132973569154,"s6.113",0.764045086042167
"161","ETOH-2","ETOH control ","S3L2","C07",2,"ETOH",63987.601,"SAM-MIATCS3ISH",0.557,1.94395755508153e-05,34674.4916667241,1,1,9.90458268934781,0.712254452786857,"W.34.70",0.542672857485249
"162","ETOH-2","ETOH control ","S1L1","C07",2,"ETOH",69587.033,"SAM-MIATCS3ISH",0.537,3.84587808033277e-05,34161.254275752,1,1,5.00642192672457,1.0017710322223,"S6.14",0.59016111640176
"163","ETOH-2","Menadione ","S2L1","D09",2,"case",4590.918,"SAM-MIATCS3ISH",0.034,2.39518806429222e-06,467.496249497844,0.0509592257695695,0.0329603823762807,80.3865409816033,0.0591804641940195,"s6.113",0.555885232773985
"164","ETOH-2","Menadione ","S2L2","D09",2,"case",31980.7995,"SAM-MIATCS3ISH",0.295,8.44048728101835e-06,6052.03082712407,0.351498685938308,0.216272379457442,22.8115838669499,0.750253390692235,"u5.05",3.87235280054134
"165","ETOH-2","Menadione ","S3L1","D09",2,"case",4527.539,"SAM-MIATCS3ISH",0.036,2.64967403363252e-06,0,0.045968433081351,0.0642755267706578,72.6658755171153,0.0879739183624615,"wlp.644",0.548211070402106
"166","ETOH-2","Menadione ","S1L1","D09",2,"case",3699.424,"SAM-MIATCS3ISH",0.028,2.33804770509116e-06,0,0.0531625482580928,0.0607935991795367,82.3511355519438,0.0532567008440774,"S6.14",0.44793986112792
"167","ETOH-2","Menadione ","S1L2","D09",2,"case",12551.663,"SAM-MIATCS3ISH",0.159,4.14445400413323e-06,88055.3651816886,0.0829181427154613,0.0554594037499537,46.457478668325,0.193930501427016,"S6.45",1.51980150994978
"168","ETOH-2","Menadione ","S3L2","D09",2,"case",106891.786,"SAM-MIATCS3ISH",0.984,2.78151376778409e-05,36145.660232608,1.67050779103283,1.43085108031972,6.92216179976929,1.18982661257827,"W.34.70",12.9428505022823
"169","ETOH-2","Myclobutanil","S2L2","E07",2,"case",63813.661,"SAM-MIATCS3ISH",0.727,1.73698566739335e-05,29537.344145436,0.701371395871846,0.445071488011659,11.0847709974381,1.49703623068382,"u5.05",1.0747300954471
"170","ETOH-2","Myclobutanil","S1L1","E07",2,"case",40444.673,"SAM-MIATCS3ISH",0.42,1.06080168773099e-05,71994.2336811582,0.581209907311323,0.275828215448579,18.1505068964124,0.58223924878509,"S6.14",0.681156771018302
"171","ETOH-2","Myclobutanil","S2L1","E07",2,"case",43856.266,"SAM-MIATCS3ISH",0.55,2.02444487598079e-05,90787.1398837023,0.486804896211236,0.278585544938188,9.51079902314418,0.56534100145034,"s6.113",0.738613773375786
"172","ETOH-2","Myclobutanil","S1L2","E07",2,"case",66749.606,"SAM-MIATCS3ISH",0.62,2.04537074384864e-05,5006.96583260253,0.440957772409027,0.273703223122557,9.41349552729896,1.03132027697332,"S6.45",1.12417638015528
"173","ETOH-2","Myclobutanil","S3L1","E07",2,"case",76222.2285,"SAM-MIATCS3ISH",0.923,2.37949673552787e-05,55421.778146104,0.773889835098868,0.577215929898514,8.09166411594846,1.48106247289397,"wlp.644",1.28371138134506
"174","ETOH-2","Myclobutanil","S3L2","E07",2,"case",84521.21,"SAM-MIATCS3ISH",0.849,1.71864668427638e-05,38369.6534334077,1.32089980994912,0.884096815686033,11.2030521020055,0.940816771321573,"W.34.70",1.4234802809794
"175","ETOH-2","Propiconazole","S1L1","G07",2,"case",11531.815,"SAM-MIATCS3ISH",0.09,4.19628878117818e-06,59520.4525748152,0.165717871604039,0.109111331496372,45.883611335923,0.16601136329446,"S6.14",0.901961817979668
"176","ETOH-2","Propiconazole","S1L2","G07",2,"case",70264.2895,"SAM-MIATCS3ISH",0.581,2.14384191882599e-05,7390.0225297015,0.464176291584748,0.286880236657643,8.98111384977085,1.08562418343673,"S6.45",5.49572693426574
