"","solvent","sample","plate","well","control","control2","auc","run","A","mu","lambda","rel_fitness","rel_max_GR","DT","rel_fit_off_plate","strain","rel_fit_to_by"
"24","DMSO-2","Cinnamic acid","S1L2","F08",2,"case",93360.44,"SAM-MIATCS3ISH",0.742,0.00010945374332525,2688.42178355387,0.686473205198767,2.73535841089569,1.75910734196385,1.24529667959799,"S6.45",1.25048750667273
"25","DMSO-2","Cycloheximide","S2L2","G11",2,"case",23111.5225,"SAM-MIATCS3ISH",0.224,5.63447795196962e-06,18432.1910318285,0.295088034213248,0.3119821593729,34.171911777837,0.587474787400754,"u5.05",19.2823311311542
"26","DMSO-2","Cycloheximide","S1L1","G11",2,"case",38117.1675,"SAM-MIATCS3ISH",0.426,8.87717458680204e-05,6409.22687550942,0.527552165112071,3.5326161376817,2.16894330066607,0.546748184387171,"S6.14",31.8017926130426
"27","DMSO-2","Cycloheximide","S3L2","G11",2,"case",48565.582,"SAM-MIATCS3ISH",0.369,1.32100848548653e-05,5734.52202852095,17.6931272869819,12.780540427594,14.5752949813914,0.612346672449836,"W.34.70",40.519080199118
"28","DMSO-2","Cycloheximide","S2L1","G11",2,"case",21921.494,"SAM-MIATCS3ISH",0.336,4.01830383376702e-05,13292.6865950227,0.191314258713684,0.426034446669932,4.79159594331555,0.282584918908683,"s6.113",18.2894703798769
"29","DMSO-2","Cycloheximide","S1L2","G11",2,"case",59457.0415,"SAM-MIATCS3ISH",0.65,0.000100031014988042,13941.4045433394,0.437183734889651,2.49987501464332,1.92481185472216,0.793073129889594,"S6.45",49.6060076648683
"30","DMSO-2","Cycloheximide","S3L1","G11",2,"case",49058.5315,"SAM-MIATCS3ISH",0.36,2.52786378670703e-05,1703.31353894275,0.354247315974546,0.251427248956894,7.61674282061261,0.951126263367495,"wlp.644",40.9303562407521
"31","DMSO-2","DMSO control","S2L1","B07",2,"DMSO",114583.6915,"SAM-MIATCS3ISH",0.808,9.43187543912425e-05,3071.379544114,1,1,2.04138492637633,1.47707191721445,"s6.113",0.820700933945194
"32","DMSO-2","DMSO control","S3L2","B07",2,"DMSO",2744.884,"SAM-MIATCS3ISH",0.029,1.03360925382654e-06,0,1,1,186.280146753782,0.034609295604875,"W.34.70",0.0196601177085591
"33","DMSO-2","DMSO control","S3L1","B07",2,"DMSO",138486.671,"SAM-MIATCS3ISH",1.019,0.00010054056579764,3133.05399831153,1,1,1.9150566933988,2.68492158014215,"wlp.644",0.991905032389891
"34","DMSO-2","DMSO control","S1L1","B07",2,"DMSO",72252.888,"SAM-MIATCS3ISH",0.55,2.51291797376766e-05,27331.0356581439,1,1,7.66204410564956,1.03638695951712,"S6.14",0.517508311048239
"35","DMSO-2","DMSO control","S2L2","B07",2,"DMSO",78320.7715,"SAM-MIATCS3ISH",0.755,1.80602569175597e-05,46337.2665820561,1,1,10.6610268263498,1.99084584695905,"u5.05",0.560969274736258
"36","DMSO-2","DMSO control","S1L2","B07",2,"DMSO",136000.1225,"SAM-MIATCS3ISH",1.027,4.00144064811635e-05,14515.7182443112,1,1,4.81178906350919,1.81404994421801,"S6.45",0.974095231976452
"37","DMSO-2","EDTA","S3L2","B09",2,"case",7998.616,"SAM-MIATCS3ISH",0.117,2.35843806681429e-06,122785.895717673,2.91400875228243,2.2817501469565,81.6391518599223,0.100851790302936,"W.34.70",0.0618080810376767
"38","DMSO-2","EDTA","S3L1","B09",2,"case",125644.713,"SAM-MIATCS3ISH",1.038,4.01321802776447e-05,24303.2536806621,0.907269357352088,0.399164058400263,4.79766815948763,2.43594707655632,"wlp.644",0.97090029113282
"39","DMSO-2","EDTA","S2L2","B09",2,"case",120188.2565,"SAM-MIATCS3ISH",1.109,2.65845669178705e-05,28138.670751421,1.53456425668636,1.4719927318433,7.24258115935096,3.05508087731584,"u5.05",0.928736358581168
"40","DMSO-2","EDTA","S2L1","B09",2,"case",81177.615,"SAM-MIATCS3ISH",0.617,2.52797690391973e-05,25252.6405930817,0.708456970946865,0.268024839835507,7.61640200075925,1.04644189634043,"s6.113",0.627287596549868
"41","DMSO-2","EDTA","S1L2","B09",2,"case",136752.3275,"SAM-MIATCS3ISH",0.992,2.99320234834285e-05,17648.4061869611,1.00553091413576,0.748031174660027,6.43260498560919,1.82408329869746,"S6.45",1.0567326822804
"42","DMSO-2","EDTA","S1L1","B09",2,"case",76560.03,"SAM-MIATCS3ISH",0.597,2.48393504050672e-05,24045.0366974328,1.05961203931392,0.988466422874325,7.75144600599521,1.09816809969228,"S6.14",0.591605915134188
"43","DMSO-2","Fluconazole","S2L2","F07",2,"case",77669.896,"SAM-MIATCS3ISH",0.669,6.11385914322233e-05,4955.85730352451,0.991689618379206,3.38525590811387,3.14925285287803,1.97430115822264,"u5.05",0.608293331388442
"44","DMSO-2","Fluconazole","S2L1","F07",2,"case",91029.3155,"SAM-MIATCS3ISH",0.621,5.19670434411032e-05,17476.3356078017,0.794435179285527,0.550972537503404,3.70505748911981,1.17343789336988,"s6.113",0.712921330286119
"45","DMSO-2","Fluconazole","S1L2","F07",2,"case",89574.6295,"SAM-MIATCS3ISH",0.621,3.5805742769871e-05,20714.1108456593,0.658636388360606,0.894821288595804,5.37737437054059,1.19479930356551,"S6.45",0.701528553436462
"46","DMSO-2","Fluconazole","S1L1","F07",2,"case",38245.1105,"SAM-MIATCS3ISH",0.31,1.89855492383333e-05,24159.8509950215,0.529322931700668,0.755518064517955,10.1414439514933,0.548583383787941,"S6.14",0.299527189728232
"47","DMSO-2","Fluconazole","S3L2","F07",2,"case",2387.9525,"SAM-MIATCS3ISH",0.021,1.28304873020731e-06,0,0.869964814542254,1.24132860213599,150.065137009849,0.0301088694323331,"W.34.70",0.0187019122752831
"48","DMSO-2","Fluconazole","S3L1","F07",2,"case",137429.153,"SAM-MIATCS3ISH",1.156,4.2035956009051e-05,23388.9510940168,0.992363756075846,0.418099457423559,4.58038550253065,2.66441886403896,"wlp.644",1.07631452613586
"49","DMSO-2","Guanidine hydrochloride","S1L1","H08",2,"case",67333.002,"SAM-MIATCS3ISH",0.571,2.41111530230534e-05,26978.7614673558,0.931907413860052,0.959488263236191,7.98555271515963,0.965816691201878,"S6.14",0.692445037980172
"50","DMSO-2","Guanidine hydrochloride","S3L2","H08",2,"case",112052.657,"SAM-MIATCS3ISH",1.002,2.18450163853733e-05,29698.9302603351,40.8223651709872,21.1346950547324,8.8139500603805,1.41283330349285,"W.34.70",1.15233695257111
"51","DMSO-2","Guanidine hydrochloride","S3L1","H08",2,"case",86654.517,"SAM-MIATCS3ISH",0.68,3.78216349557158e-05,23564.2447324986,0.625724601322823,0.376182833820928,5.09076045269629,1.68002148531749,"wlp.644",0.891145330416405
"52","DMSO-2","Guanidine hydrochloride","S1L2","H08",2,"case",137485.405,"SAM-MIATCS3ISH",1.015,4.92908941506665e-05,19840.8162050238,1.01092118501584,1.23182869584408,3.90621608324527,1.8338615192868,"S6.45",1.41388447951488
"53","DMSO-2","Guanidine hydrochloride","S2L2","H08",2,"case",104325.483,"SAM-MIATCS3ISH",1.036,2.44695852888014e-05,37424.7373967728,1.33202828575303,1.3548857804459,7.86857975794919,2.6518629807234,"u5.05",1.07287156212395
"54","DMSO-2","Guanidine hydrochloride","S2L1","H08",2,"case",81449.5465,"SAM-MIATCS3ISH",0.647,4.19410191529968e-05,25468.8934292526,0.710830183892269,0.444673166261524,4.59075357197456,1.04994730253565,"s6.113",0.837617997778567
"55","DMSO-2","Miconazole Nitrate","S3L1","H07",2,"case",82895.291,"SAM-MIATCS3ISH",0.686,3.38724093327683e-05,30926.5805107859,0.598579562938588,0.336902911417307,5.68429843880661,1.60713918596587,"wlp.644",0.886869990183749
"56","DMSO-2","Miconazole Nitrate","S3L2","H07",2,"case",81557.827,"SAM-MIATCS3ISH",0.797,1.66342010823025e-05,36247.2477331391,29.7126680034566,16.0933167158874,11.5750003583714,1.02833451014114,"W.34.70",0.872560894091052
"57","DMSO-2","Miconazole Nitrate","S2L1","H07",2,"case",127210.4055,"SAM-MIATCS3ISH",0.965,3.41032248489525e-05,19925.6666564365,1.11019643227326,0.361574164852615,5.64582629184371,1.63983997270251,"s6.113",1.36098311153834
"58","DMSO-2","Miconazole Nitrate","S2L2","H07",2,"case",86284.8075,"SAM-MIATCS3ISH",0.715,2.95938423550056e-05,9604.541872752,1.10168485125303,1.63861690839137,6.50611303456872,2.19328471077479,"u5.05",0.923133334323318
