"","SD_h2o_A","SD_h2o_mu","SD_h2o_lambda","SD_dmso_A","SD_dmso_mu","SD_dmso_lambda","SD_etoh_A","SD_etoh_mu","SD_etoh_lambda","strain"
"1",0.0161781616947786,2.01037801312364e-06,113.336944488185,0.0104137421078123,2.50529867122076e-06,184.637840401121,0.0805760482674624,3.63181139472343e-06,309.459297471331,"S6.14"
"2",0.0307858438717796,3.94364295072271e-06,528.294825528616,0.0258331356526305,3.53603207560962e-06,514.056160591549,0.0622035831089101,9.20082383091997e-06,2613.53776784284,"S6.45"
"3",0.0194763368293776,3.43294835680857e-06,157.474544620981,0.0207267806810006,4.03126881355969e-06,209.08596552719,0.0351935645943344,1.72302541595314e-05,1578.57968154499,"S6.113"
"4",0.0435131895714349,4.61740662313765e-06,812.25801024664,0.058160009401826,3.85714435875602e-06,1314.2442332921,0.152034491117728,1.19675851555382e-05,407.479838089549,"U5.05"
"5",0.0413482884111164,1.18968461686546e-05,656.517368533948,0.0467067575507381,1.15932991109549e-06,440.932051026747,0.0797022907691206,2.4202519150719e-05,1633.09098978687,"W.34.70"
"6",0.0260769444607298,8.47994684289651e-06,317.841371362152,0.0279853676395105,2.63322725069354e-05,107.091327236347,0.0632059205887595,3.99454986625478e-05,324.355631555427,"WLP.644"
