plate,well,runtime,measure,run,measures_pp
S1L1,H07,1761,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,2662,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,3563,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,4464,0.081,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H07,5364,0.081,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H07,6265,0.081,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H07,7166,0.081,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H07,8067,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,8957,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,9858,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,10759,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,11660,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,12560,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,13461,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,14362,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,15263,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,16163,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,17064,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,17965,0.081,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H07,18866,0.081,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H07,19766,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,20657,0.081,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H07,21558,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,22459,0.081,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H07,23359,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,24260,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,25161,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,26062,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,26962,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,27863,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,28764,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,29665,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,30565,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,31466,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,32357,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,33258,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,34158,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,35059,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,35960,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,36861,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,37762,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,38662,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,39563,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,40464,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,41365,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,42265,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,43166,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,44067,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,44958,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,45858,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,46759,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,47660,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,48561,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,49461,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,50362,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,51263,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,52164,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,53064,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,53965,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,54866,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,55767,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,56657,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,57558,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,58459,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,59360,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,60260,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,61161,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,62062,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,62963,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,63863,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,64764,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,65665,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,66566,0.083,saved-2019-08-27_SR1_results,0.0040000000000000036
S1L1,H07,67466,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,68357,0.082,saved-2019-08-27_SR1_results,0.0030000000000000027
S1L1,H07,69258,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,70159,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,71059,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,71960,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,72861,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,73762,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,74662,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,75563,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,76464,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,77365,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,78265,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,79166,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,80057,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,80958,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,81858,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,82759,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,83660,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,84561,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,85462,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,86362,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,87263,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,88164,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,89065,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,89965,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,90866,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,91767,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,92658,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,93558,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,94459,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,95360,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,96261,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,97161,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,98062,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,98963,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,99864,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,100764,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,101665,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,102566,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,103467,0.079,saved-2019-08-27_SR1_results,0
S1L1,H07,104357,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,105258,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,106159,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,107060,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,107960,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,108861,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,109762,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,110663,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,111563,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,112464,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,113365,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,114266,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,115166,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,116057,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,116958,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,117859,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,118759,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,119660,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,120561,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,121462,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,122362,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,123263,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,124164,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,125065,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,125965,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,126866,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,127757,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,128658,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,129558,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,130459,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,131360,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,132261,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,133162,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,134062,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,134963,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,135864,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,136765,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,137665,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,138566,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,139467,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,140358,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,141258,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,142159,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,143060,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,143961,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,144861,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,145762,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,146663,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,147564,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,148464,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,149365,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,150266,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,151167,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,152057,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,152958,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,153859,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,154760,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,155660,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,156561,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,157462,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,158363,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,159263,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,160164,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,161065,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,161966,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,162866,0.08,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H07,163757,0.081,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H07,164658,0.081,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H07,165559,0.081,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H07,166459,0.081,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H07,167360,0.081,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H07,168261,0.081,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H07,169162,0.081,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H07,170062,0.081,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H07,170963,0.081,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H07,171864,0.081,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,0,0.087,saved-2019-08-27_SR1_results,0.00399999999999999
S1L1,H08,861,0.088,saved-2019-08-27_SR1_results,0.0049999999999999906
S1L1,H08,1761,0.09,saved-2019-08-27_SR1_results,0.006999999999999992
S1L1,H08,2662,0.092,saved-2019-08-27_SR1_results,0.008999999999999994
S1L1,H08,3563,0.093,saved-2019-08-27_SR1_results,0.009999999999999995
S1L1,H08,4464,0.094,saved-2019-08-27_SR1_results,0.010999999999999996
S1L1,H08,5364,0.094,saved-2019-08-27_SR1_results,0.010999999999999996
S1L1,H08,6265,0.094,saved-2019-08-27_SR1_results,0.010999999999999996
S1L1,H08,7166,0.095,saved-2019-08-27_SR1_results,0.011999999999999997
S1L1,H08,8067,0.095,saved-2019-08-27_SR1_results,0.011999999999999997
S1L1,H08,8957,0.095,saved-2019-08-27_SR1_results,0.011999999999999997
S1L1,H08,9858,0.095,saved-2019-08-27_SR1_results,0.011999999999999997
S1L1,H08,10759,0.095,saved-2019-08-27_SR1_results,0.011999999999999997
S1L1,H08,11660,0.095,saved-2019-08-27_SR1_results,0.011999999999999997
S1L1,H08,12560,0.095,saved-2019-08-27_SR1_results,0.011999999999999997
S1L1,H08,13461,0.095,saved-2019-08-27_SR1_results,0.011999999999999997
S1L1,H08,14362,0.095,saved-2019-08-27_SR1_results,0.011999999999999997
S1L1,H08,15263,0.095,saved-2019-08-27_SR1_results,0.011999999999999997
S1L1,H08,16163,0.096,saved-2019-08-27_SR1_results,0.012999999999999998
S1L1,H08,17064,0.095,saved-2019-08-27_SR1_results,0.011999999999999997
S1L1,H08,17965,0.095,saved-2019-08-27_SR1_results,0.011999999999999997
S1L1,H08,18866,0.094,saved-2019-08-27_SR1_results,0.010999999999999996
S1L1,H08,19766,0.095,saved-2019-08-27_SR1_results,0.011999999999999997
S1L1,H08,20657,0.094,saved-2019-08-27_SR1_results,0.010999999999999996
S1L1,H08,21558,0.094,saved-2019-08-27_SR1_results,0.010999999999999996
S1L1,H08,22459,0.094,saved-2019-08-27_SR1_results,0.010999999999999996
S1L1,H08,23359,0.094,saved-2019-08-27_SR1_results,0.010999999999999996
S1L1,H08,24260,0.094,saved-2019-08-27_SR1_results,0.010999999999999996
S1L1,H08,25161,0.094,saved-2019-08-27_SR1_results,0.010999999999999996
S1L1,H08,26062,0.093,saved-2019-08-27_SR1_results,0.009999999999999995
S1L1,H08,26962,0.093,saved-2019-08-27_SR1_results,0.009999999999999995
S1L1,H08,27863,0.095,saved-2019-08-27_SR1_results,0.011999999999999997
S1L1,H08,28764,0.094,saved-2019-08-27_SR1_results,0.010999999999999996
S1L1,H08,29665,0.094,saved-2019-08-27_SR1_results,0.010999999999999996
S1L1,H08,30565,0.094,saved-2019-08-27_SR1_results,0.010999999999999996
S1L1,H08,31466,0.093,saved-2019-08-27_SR1_results,0.009999999999999995
S1L1,H08,32357,0.093,saved-2019-08-27_SR1_results,0.009999999999999995
S1L1,H08,33258,0.093,saved-2019-08-27_SR1_results,0.009999999999999995
S1L1,H08,34158,0.093,saved-2019-08-27_SR1_results,0.009999999999999995
S1L1,H08,35059,0.093,saved-2019-08-27_SR1_results,0.009999999999999995
S1L1,H08,35960,0.093,saved-2019-08-27_SR1_results,0.009999999999999995
S1L1,H08,36861,0.093,saved-2019-08-27_SR1_results,0.009999999999999995
S1L1,H08,37762,0.092,saved-2019-08-27_SR1_results,0.008999999999999994
S1L1,H08,38662,0.092,saved-2019-08-27_SR1_results,0.008999999999999994
S1L1,H08,39563,0.092,saved-2019-08-27_SR1_results,0.008999999999999994
S1L1,H08,40464,0.092,saved-2019-08-27_SR1_results,0.008999999999999994
S1L1,H08,41365,0.092,saved-2019-08-27_SR1_results,0.008999999999999994
S1L1,H08,42265,0.092,saved-2019-08-27_SR1_results,0.008999999999999994
S1L1,H08,43166,0.092,saved-2019-08-27_SR1_results,0.008999999999999994
S1L1,H08,44067,0.092,saved-2019-08-27_SR1_results,0.008999999999999994
S1L1,H08,44958,0.093,saved-2019-08-27_SR1_results,0.009999999999999995
S1L1,H08,45858,0.092,saved-2019-08-27_SR1_results,0.008999999999999994
S1L1,H08,46759,0.094,saved-2019-08-27_SR1_results,0.010999999999999996
S1L1,H08,47660,0.092,saved-2019-08-27_SR1_results,0.008999999999999994
S1L1,H08,48561,0.092,saved-2019-08-27_SR1_results,0.008999999999999994
S1L1,H08,49461,0.092,saved-2019-08-27_SR1_results,0.008999999999999994
S1L1,H08,50362,0.092,saved-2019-08-27_SR1_results,0.008999999999999994
S1L1,H08,51263,0.09,saved-2019-08-27_SR1_results,0.006999999999999992
S1L1,H08,52164,0.089,saved-2019-08-27_SR1_results,0.0059999999999999915
S1L1,H08,53064,0.089,saved-2019-08-27_SR1_results,0.0059999999999999915
S1L1,H08,53965,0.089,saved-2019-08-27_SR1_results,0.0059999999999999915
S1L1,H08,54866,0.088,saved-2019-08-27_SR1_results,0.0049999999999999906
S1L1,H08,55767,0.088,saved-2019-08-27_SR1_results,0.0049999999999999906
S1L1,H08,56657,0.087,saved-2019-08-27_SR1_results,0.00399999999999999
S1L1,H08,57558,0.087,saved-2019-08-27_SR1_results,0.00399999999999999
S1L1,H08,58459,0.086,saved-2019-08-27_SR1_results,0.002999999999999989
S1L1,H08,59360,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,60260,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,61161,0.084,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H08,62062,0.083,saved-2019-08-27_SR1_results,0
S1L1,H08,62963,0.083,saved-2019-08-27_SR1_results,0
S1L1,H08,63863,0.083,saved-2019-08-27_SR1_results,0
S1L1,H08,64764,0.083,saved-2019-08-27_SR1_results,0
S1L1,H08,65665,0.083,saved-2019-08-27_SR1_results,0
S1L1,H08,66566,0.083,saved-2019-08-27_SR1_results,0
S1L1,H08,67466,0.084,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H08,68357,0.084,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H08,69258,0.084,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H08,70159,0.084,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H08,71059,0.084,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H08,71960,0.084,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H08,72861,0.084,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H08,73762,0.084,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H08,74662,0.084,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H08,75563,0.084,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H08,76464,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,77365,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,78265,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,79166,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,80057,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,80958,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,81858,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,82759,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,83660,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,84561,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,85462,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,86362,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,87263,0.084,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H08,88164,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,89065,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,89965,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,90866,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,91767,0.084,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H08,92658,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,93558,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,94459,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,95360,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,96261,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,97161,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,98062,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,98963,0.084,saved-2019-08-27_SR1_results,0.0010000000000000009
S1L1,H08,99864,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,100764,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,101665,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,102566,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,103467,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,104357,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,105258,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,106159,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,107060,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,107960,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,108861,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,109762,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,110663,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,111563,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,112464,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,113365,0.086,saved-2019-08-27_SR1_results,0.002999999999999989
S1L1,H08,114266,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,115166,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,116057,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,116958,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,117859,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,118759,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,119660,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,120561,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,121462,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,122362,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,123263,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,124164,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,125065,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,125965,0.086,saved-2019-08-27_SR1_results,0.002999999999999989
S1L1,H08,126866,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,127757,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,128658,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,129558,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,130459,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,131360,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,132261,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,133162,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,134062,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,134963,0.087,saved-2019-08-27_SR1_results,0.00399999999999999
S1L1,H08,135864,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
S1L1,H08,136765,0.085,saved-2019-08-27_SR1_results,0.0020000000000000018
