"","co_var_h2o_A","co_var_h2o_mu","co_var_h2o_lambda","co_var_dmso_A","co_var_dmso_mu","co_var_dmso_lambda","co_var_etoh_A","co_var_etoh_mu","co_var_etoh_lambda","strain"
"1",0.0389833422818883,0.0990797837330891,0.0548379657858834,0.0170357179075773,0.0836143075009805,0.0485891818772881,0.0655953054370098,0.049769280442747,0.0426332695742001,"S6.14"
"2",0.06255889021251,0.134129467220199,0.448948732554176,0.032838245356646,0.103260606614856,0.19902573530963,0.0406059678451843,0.133726209934854,0.450141954433187,"S6.45"
"3",0.0446263058263071,0.159729141753373,0.0764261470483414,0.0321529963103407,0.13961880978866,0.0600170107683447,0.0281684608079287,0.19047009865772,0.149283354543819,"S6.113"
"4",0.0919026999234895,0.236770276511627,0.520638697006593,0.0838448094142353,0.207108976645559,0.356833066911096,0.117421776078496,0.14025986546246,0.0486341693223984,"U5.05"
"5",0.0875779284963568,0.565746161196972,0.416457853622594,0.0672687197695869,0.0692923908450473,0.11107810135254,0.0597852674255068,0.416610174686139,0.499002231741467,"W.34.70"
"6",0.0563008250645825,0.398425211738045,0.213515252579346,0.0382220357046951,0.665648948436082,0.0515995447775618,0.049279466224922,0.571511942697767,0.0868093358052461,"WLP.644"
