run,plate,well,A,mu,lambda
SR1_results_MITACS DRUG RUN 2,S1L2,D08,1.188,5.9660042200723474e-5,21088.527907360887
SR1_results_MITACS DRUG RUN 2,S1L2,D09,0.48899999999999993,1.3059137778805105e-5,14450.652943518653
SR1_results_MITACS DRUG RUN 2,S1L2,D10,0.976,4.020255834481465e-5,18479.877657231063
SR1_results_MITACS DRUG RUN 2,S1L2,D11,1.0859999999999999,5.023197702075883e-5,21839.921833039425
SR1_results_MITACS DRUG RUN 2,S1L2,D12,0.919,4.472665052031166e-5,18908.070089678633
SR1_results_MITACS DRUG RUN 2,S1L2,E01,1.115,2.2557561764487143e-5,34994.16691700884
SR1_results_MITACS DRUG RUN 2,S1L2,E02,1.146,3.660143187319303e-5,35152.29886232644
SR1_results_MITACS DRUG RUN 2,S1L2,E03,1.012,4.048274436650308e-5,19532.05137346166
SR1_results_MITACS DRUG RUN 2,S1L2,E04,0.9800000000000001,4.0138890439159365e-5,19260.588742386848
SR1_results_MITACS DRUG RUN 2,S1L2,E05,0.9329999999999999,2.440551523019515e-5,36650.06060074304
SR1_results_MITACS DRUG RUN 2,S1L2,E06,1.015,4.576454581622383e-5,19803.837726850023
SR1_results_MITACS DRUG RUN 2,S1L2,E07,0.974,1.824219095815738e-5,13805.847300046942
SR1_results_MITACS DRUG RUN 2,S1L2,E08,1.083,5.4619295947449476e-5,22297.465470269814
SR1_results_MITACS DRUG RUN 2,S1L2,E09,1.038,4.3032692957864556e-5,19301.636132174015
SR1_results_MITACS DRUG RUN 2,S1L2,E10,0.998,3.718469503092848e-5,17638.032425508
SR1_results_MITACS DRUG RUN 2,S1L2,E11,0.9400000000000001,2.3473283585371403e-5,38737.618628579665
SR1_results_MITACS DRUG RUN 2,S1L2,E12,1.045,3.903833992124638e-5,17989.4505554504
SR1_results_MITACS DRUG RUN 2,S1L2,F01,0.918,1.5738828158201037e-5,17303.63445522293
SR1_results_MITACS DRUG RUN 2,S1L2,F02,0.667,1.3804589415827373e-5,13558.187768033256
SR1_results_MITACS DRUG RUN 2,S1L2,F03,0.806,1.3022714872175733e-5,13337.732077796314
SR1_results_MITACS DRUG RUN 2,S1L2,F04,0.8540000000000001,2.5160895051511734e-5,23713.515411149783
SR1_results_MITACS DRUG RUN 2,S1L2,F05,0.768,1.9268099377200007e-5,12693.276005577549
SR1_results_MITACS DRUG RUN 2,S1L2,F06,0.8480000000000001,2.4722297403355874e-5,22990.583481894577
SR1_results_MITACS DRUG RUN 2,S1L2,F07,0.977,1.7339467074808285e-5,15029.954575647766
SR1_results_MITACS DRUG RUN 2,S1L2,F08,0.644,1.5324342284357417e-5,7619.991010121915
SR1_results_MITACS DRUG RUN 2,S1L2,F09,0.759,2.8666153687718445e-5,24068.546925603587
SR1_results_MITACS DRUG RUN 2,S1L2,F10,0.8480000000000001,2.356909117714796e-5,21968.938686341186
SR1_results_MITACS DRUG RUN 2,S1L2,F11,0.786,1.9093516646436927e-5,13273.35810434664
SR1_results_MITACS DRUG RUN 2,S1L2,F12,0.856,2.475760358001019e-5,22929.690597217323
SR1_results_MITACS DRUG RUN 2,S1L2,G01,0.48599999999999993,1.879348967999223e-5,11814.649788559762
SR1_results_MITACS DRUG RUN 2,S1L2,G02,1.518,4.442817549488294e-5,13666.429378437226
SR1_results_MITACS DRUG RUN 2,S1L2,G03,0.9690000000000001,4.408186076604413e-5,19459.51135694648
SR1_results_MITACS DRUG RUN 2,S1L2,G04,0.632,1.932818343834811e-5,137245.78551731724
SR1_results_MITACS DRUG RUN 2,S1L2,G05,0.409,1.0668718730384507e-5,13940.298321799035
SR1_results_MITACS DRUG RUN 2,S1L2,G06,1.646,5.10993901551585e-5,17443.60318846746
SR1_results_MITACS DRUG RUN 2,S1L2,G07,0.44,1.9659675873227935e-5,13669.555687190905
SR1_results_MITACS DRUG RUN 2,S1L2,G08,1.0679999999999998,3.8076281985131594e-5,12434.340834713401
SR1_results_MITACS DRUG RUN 2,S1L2,G09,0.9760000000000001,4.621366475547883e-5,19882.87677014458
SR1_results_MITACS DRUG RUN 2,S1L2,G10,0.9490000000000001,3.777786128560586e-5,19659.681171984845
SR1_results_MITACS DRUG RUN 2,S1L2,G11,0.38799999999999996,1.270394388301693e-5,13490.742964179275
SR1_results_MITACS DRUG RUN 2,S1L2,G12,1.476,4.989090871958294e-5,16056.962051238355
SR1_results_MITACS DRUG RUN 2,S1L2,H01,0.15400000000000003,9.14059028262989e-6,13636.698003539694
SR1_results_MITACS DRUG RUN 2,S1L2,H02,0.33699999999999997,1.950125742648733e-5,13320.634236508235
SR1_results_MITACS DRUG RUN 2,S1L2,H03,0.325,1.6539576063592768e-5,14648.811445638945
SR1_results_MITACS DRUG RUN 2,S1L2,H04,0.361,1.6940532988522428e-5,7323.778524906119
SR1_results_MITACS DRUG RUN 2,S1L2,H05,0.32299999999999995,4.695959789836656e-6,13990.172712428608
SR1_results_MITACS DRUG RUN 2,S1L2,H06,0.40299999999999997,1.4960997084257855e-5,15272.229794260244
SR1_results_MITACS DRUG RUN 2,S1L2,H07,0.371,2.070475960867992e-5,20780.10686849295
SR1_results_MITACS DRUG RUN 2,S1L2,H08,0.354,1.876718005018772e-5,13452.979942259373
SR1_results_MITACS DRUG RUN 2,S1L2,H09,0.314,2.0641002906621508e-5,13849.485133717151
SR1_results_MITACS DRUG RUN 2,S1L2,H10,0.295,7.526317469888775e-6,12768.525039168884
SR1_results_MITACS DRUG RUN 2,S1L2,H11,0.208,8.018197207971705e-6,27283.283424455643
SR1_results_MITACS DRUG RUN 2,S1L2,H12,0.384,1.437936288143882e-5,14569.118283015707
SR1_results_MITACS DRUG RUN 2,S2L1,A01,0.656,1.705026121403647e-5,133735.82150294975
SR1_results_MITACS DRUG RUN 2,S2L1,A02,0.17600000000000002,3.5278347761310473e-6,118553.08196653206
SR1_results_MITACS DRUG RUN 2,S2L1,A03,0.883,1.596988770595224e-5,40372.93427681926
SR1_results_MITACS DRUG RUN 2,S2L1,A04,1.547,9.821894103382172e-5,154964.1827202377
SR1_results_MITACS DRUG RUN 2,S2L1,A05,0.8250000000000001,2.088589892057164e-5,18330.865940444466
SR1_results_MITACS DRUG RUN 2,S2L1,A06,0.801,2.0808711643912725e-5,33987.73416931458
SR1_results_MITACS DRUG RUN 2,S2L1,A07,0.812,2.362350493433499e-5,35583.02500114117
SR1_results_MITACS DRUG RUN 2,S2L1,A08,0.1,2.4891051338492078e-5,91865.59288507774
SR1_results_MITACS DRUG RUN 2,S2L1,A09,0.788,3.1934808004053046e-5,38489.74455726533
SR1_results_MITACS DRUG RUN 2,S2L1,A10,1.319,6.729840085713749e-5,151356.43769262818
SR1_results_MITACS DRUG RUN 2,S2L1,A11,0.8230000000000001,2.0966343605883084e-5,22434.0714692848
SR1_results_MITACS DRUG RUN 2,S2L1,A12,0.743,2.0740000328778933e-5,48810.004267731085
SR1_results_MITACS DRUG RUN 2,S2L1,B01,0.54,1.676655515831334e-5,54529.096517036494
SR1_results_MITACS DRUG RUN 2,S2L1,B02,0.07,3.6192162395679984e-6,155560.33585181247
SR1_results_MITACS DRUG RUN 2,S2L1,B03,0.8480000000000001,2.536382728471992e-5,25813.62338078801
SR1_results_MITACS DRUG RUN 2,S2L1,B04,0.8460000000000001,3.2237949042450926e-5,26900.137231245273
SR1_results_MITACS DRUG RUN 2,S2L1,B05,0.857,6.437778377132946e-5,17272.80821804187
SR1_results_MITACS DRUG RUN 2,S2L1,B06,0.107,3.0085932156311966e-6,60722.74321783568
SR1_results_MITACS DRUG RUN 2,S2L1,B07,0.882,8.939701577269403e-5,10987.323517805615
SR1_results_MITACS DRUG RUN 2,S2L1,B08,0.05300000000000002,7.434439538118991e-7,1440.0825392746754
SR1_results_MITACS DRUG RUN 2,S2L1,B09,0.783,2.4152730913389124e-5,39524.39378249844
SR1_results_MITACS DRUG RUN 2,S2L1,B10,0.804,2.4555328989492988e-5,38149.01356967416
SR1_results_MITACS DRUG RUN 2,S2L1,B11,0.8400000000000001,1.6985139871156525e-5,3359.1254206283947
SR1_results_MITACS DRUG RUN 2,S2L1,B12,0.158,6.027856070961941e-6,32479.24760911068
SR1_results_MITACS DRUG RUN 2,S2L1,C01,0.8300000000000001,4.2741732729844914e-5,35270.67758103495
SR1_results_MITACS DRUG RUN 2,S2L1,C02,0.787,3.600719665688169e-5,31718.077209606443
SR1_results_MITACS DRUG RUN 2,S2L1,C03,0.8360000000000001,2.8011641027481472e-5,27314.16509463996
SR1_results_MITACS DRUG RUN 2,S2L1,C04,0.071,6.978594510951352e-6,91165.98489957054
SR1_results_MITACS DRUG RUN 2,S2L1,C05,0.801,2.5119710987303023e-5,31398.268705594408
SR1_results_MITACS DRUG RUN 2,S2L1,C06,0.03499999999999999,7.06262123792588e-7,-0
SR1_results_MITACS DRUG RUN 2,S2L1,C07,0.53,2.3377099781743442e-5,32788.41702365611
SR1_results_MITACS DRUG RUN 2,S2L1,C08,0.532,2.688955566057294e-5,32701.08501779085
SR1_results_MITACS DRUG RUN 2,S2L1,C09,0.543,2.786817129591298e-5,29560.14408108464
SR1_results_MITACS DRUG RUN 2,S2L1,C10,0.07100000000000001,1.5310624005970922e-6,26638.056482119533
SR1_results_MITACS DRUG RUN 2,S2L1,C11,0.7220000000000001,2.2565204577522283e-5,40310.19906152258
SR1_results_MITACS DRUG RUN 2,S2L1,C12,0.068,6.040325911708446e-7,-0
SR1_results_MITACS DRUG RUN 2,S2L1,D01,0.24300000000000002,1.0554544696759994e-5,6243.1960559099325
SR1_results_MITACS DRUG RUN 2,S2L1,D02,0.685,1.8013681909622043e-5,50341.83930108177
SR1_results_MITACS DRUG RUN 2,S2L1,D03,0.05600000000000001,6.442150790399393e-6,92921.7552480357
SR1_results_MITACS DRUG RUN 2,S2L1,D04,0.779,2.0969938392736548e-5,39423.349882941424
SR1_results_MITACS DRUG RUN 2,S2L1,D05,0.548,1.824992297066348e-5,36613.21359122838
SR1_results_MITACS DRUG RUN 2,S2L1,D06,0.62,2.6570883130096326e-5,32378.778261623593
SR1_results_MITACS DRUG RUN 2,S2L1,D07,0.383,1.5567466169728655e-5,2753.990876977209
SR1_results_MITACS DRUG RUN 2,S2L1,D08,0.771,8.09922933526931e-5,6903.381718133798
SR1_results_MITACS DRUG RUN 2,S2L1,D09,0.043,9.92780872251661e-7,-0
SR1_results_MITACS DRUG RUN 2,S2L1,D10,0.665,2.916126332941948e-5,78680.21043990852
SR1_results_MITACS DRUG RUN 2,S2L1,D11,0.532,2.341747875874436e-5,39124.36961818874
SR1_results_MITACS DRUG RUN 2,S2L1,D12,0.493,2.497511568360903e-5,31390.416723716175
SR1_results_MITACS DRUG RUN 2,S2L1,E01,0.763,2.3182912665764872e-005,30079.635499519227
SR1_results_MITACS DRUG RUN 2,S2L1,E02,0.682,7.992847011671267e-5,4497.900323862205
SR1_results_MITACS DRUG RUN 2,S2L1,E03,0.6010000000000001,9.598015136730253e-6,109660.20429035941
SR1_results_MITACS DRUG RUN 2,S2L1,E04,0.777,2.3107533570757938e-5,31174.78274496513
SR1_results_MITACS DRUG RUN 2,S2L1,E05,0.5890000000000001,1.8664032406549503e-5,37569.57094741879
SR1_results_MITACS DRUG RUN 2,S2L1,E06,0.655,2.885391115789083e-5,32943.97147485797
SR1_results_MITACS DRUG RUN 2,S2L1,E07,0.39899999999999997,2.6352791686145105e-5,29639.402740583664
SR1_results_MITACS DRUG RUN 2,S2L1,E08,0.5860000000000001,1.5464415960947452e-5,3368.48548562402
SR1_results_MITACS DRUG RUN 2,S2L1,E09,0.49699999999999994,1.9974098376187603e-5,44701.44388727894
SR1_results_MITACS DRUG RUN 2,S2L1,E10,0.677,3.4207539548645657e-5,32662.401353497415
SR1_results_MITACS DRUG RUN 2,S2L1,E11,0.551,2.2383494838969235e-5,43585.82861425957
SR1_results_MITACS DRUG RUN 2,S2L1,E12,0.511,2.4418242203617245e-5,29810.064442055114
SR1_results_MITACS DRUG RUN 2,S2L1,F01,0.54,3.128388513750708e-5,39173.19543751467
SR1_results_MITACS DRUG RUN 2,S2L1,F02,0.509,2.1070625820555053e-5,42975.03543318272
SR1_results_MITACS DRUG RUN 2,S2L1,F03,0.539,6.827506989918696e-5,17342.475970684383
SR1_results_MITACS DRUG RUN 2,S2L1,F04,0.8400000000000001,3.289316451170576e-5,32171.731166450594
SR1_results_MITACS DRUG RUN 2,S2L1,F05,0.181,6.252984877047265e-6,142601.82412415644
SR1_results_MITACS DRUG RUN 2,S2L1,F06,0.79,3.919266287087632e-5,34019.782995108064
SR1_results_MITACS DRUG RUN 2,S2L1,F07,0.61,2.3829561471783958e-5,32840.50211687011
SR1_results_MITACS DRUG RUN 2,S2L1,F08,0.437,1.5854738427527066e-5,57272.832047802774
SR1_results_MITACS DRUG RUN 2,S2L1,F09,0.305,8.573572628428921e-5,7263.765133694091
