"","plate","well","run","A","mu","lambda","solvent","control2","strain"
"37","S1L1","E01","Result_96_2020-01-13_mitacs_control",3.35049724708413,0.000218775198539885,21788.5623090104,"ETOH","case","S6.14"
"38","S1L1","B01","Result_96_2020-01-13_mitacs_control",3.06177619758669,0.000154380111403609,19199.9330367994,"DMSO","DMSO","S6.14"
"39","S1L1","E06","Result_96_2020-01-13_mitacs_control",3.28904473307358,0.00017761744593243,17202.7616903641,"H2O","case","S6.14"
"40","S1L1","D11","Result_96_2020-01-13_mitacs_control",3.35368989069735,0.000153479411381854,15286.7032143353,"H2O","case","S6.14"
"41","S1L1","G07","Result_96_2020-01-13_mitacs_control",3.64893909006795,0.000208949864245828,21129.9225222295,"ETOH","case","S6.14"
"42","S1L1","H11","Result_96_2020-01-13_mitacs_control",3.28239973070072,0.000149405470723427,15867.8754093287,"H2O","case","S6.14"
"43","S1L1","C10","Result_96_2020-01-13_mitacs_control",3.32921331864695,0.000149762611512683,15242.7022463516,"H2O","case","S6.14"
"44","S1L1","F08","Result_96_2020-01-13_mitacs_control",3.13968777101181,0.000176833457348029,21153.5578223433,"DMSO","case","S6.14"
"45","S1L1","H04","Result_96_2020-01-13_mitacs_control",3.16781425484651,0.000138829086238759,18829.4259231799,"DMSO","case","S6.14"
"46","S1L1","F09","Result_96_2020-01-13_mitacs_control",3.04209133348903,0.000143341830167483,20511.9046337568,"DMSO","case","S6.14"
"47","S1L1","A08","Result_96_2020-01-13_mitacs_control",3.31678665131081,0.000162733667939789,17077.9773143773,"H2O","case","S6.14"
"48","S1L1","C11","Result_96_2020-01-13_mitacs_control",3.26886685113595,0.000147938644992931,15419.6053542158,"H2O","case","S6.14"
"49","S1L1","A11","Result_96_2020-01-13_mitacs_control",3.16146342269412,0.000151532054113961,16180.0003569517,"H2O","case","S6.14"
"50","S1L1","G08","Result_96_2020-01-13_mitacs_control",3.37327497488758,0.000159940825668292,16721.536294339,"H2O","case","S6.14"
"51","S1L1","B04","Result_96_2020-01-13_mitacs_control",3.27897594970282,0.00014792045443697,14917.8349383157,"H2O","case","S6.14"
"52","S1L1","F10","Result_96_2020-01-13_mitacs_control",3.27441916931342,0.000160611690854351,16347.1250372914,"H2O","case","S6.14"
"53","S1L1","A09","Result_96_2020-01-13_mitacs_control",3.35049724708413,0.00014982671926917,16689.9155738176,"H2O","case","S6.14"
"54","S1L1","B02","Result_96_2020-01-13_mitacs_control",3.22933848694931,0.000151895010540723,15387.4754971291,"H2O","case","S6.14"
"55","S1L1","H02","Result_96_2020-01-13_mitacs_control",3.09085343045111,0.000133871987179298,18156.1717395125,"DMSO","case","S6.14"
"56","S1L1","F12","Result_96_2020-01-13_mitacs_control",3.15905309587874,0.000156069685890184,15892.1029372088,"H2O","case","S6.14"
"57","S1L1","E09","Result_96_2020-01-13_mitacs_control",3.1881295968199,0.000161565633228575,17010.4919643502,"H2O","case","S6.14"
"58","S1L1","G05","Result_96_2020-01-13_mitacs_control",3.10479619001161,0.000150847228940659,19783.6802761457,"DMSO","case","S6.14"
"59","S1L1","H07","Result_96_2020-01-13_mitacs_control",3.15686884861687,0.000140011273291515,18504.2658406371,"DMSO","case","S6.14"
"60","S1L1","E03","Result_96_2020-01-13_mitacs_control",3.24062799278551,0.000165186197829328,15834.6141369753,"H2O","case","S6.14"
"61","S1L1","B12","Result_96_2020-01-13_mitacs_control",3.07434734146008,0.000156745525086085,16713.0256108161,"H2O","case","S6.14"
"62","S1L1","E05","Result_96_2020-01-13_mitacs_control",3.23446525363702,0.00018485548129742,17211.8762199932,"H2O","case","S6.14"
"63","S1L1","H05","Result_96_2020-01-13_mitacs_control",3.24899657243351,0.000163515936571347,16177.7823954936,"H2O","case","S6.14"
"64","S1L1","B06","Result_96_2020-01-13_mitacs_control",3.2997168157972,0.000167008875318638,17031.6548616075,"H2O","case","S6.14"
"65","S1L1","G04","Result_96_2020-01-13_mitacs_control",3.29112204810619,0.000153879759096489,15714.7782938888,"H2O","case","S6.14"
"66","S1L1","D02","Result_96_2020-01-13_mitacs_control",3.1742509268451,0.000147599548291591,17978.2354094176,"DMSO","case","S6.14"
"67","S1L1","G02","Result_96_2020-01-13_mitacs_control",3.10906047574807,0.000141761518693615,15402.7994927595,"H2O","case","S6.14"
"68","S1L1","F01","Result_96_2020-01-13_mitacs_control",3.04998813583168,0.000161680180405561,19622.7553863358,"DMSO","case","S6.14"
"69","S1L1","G09","Result_96_2020-01-13_mitacs_control",3.2822279710671,0.000160463956462565,17063.2579768366,"H2O","case","S6.14"
"70","S1L1","H08","Result_96_2020-01-13_mitacs_control",3.19993757050875,0.000142198027677777,18901.7300196167,"DMSO","case","S6.14"
"71","S1L1","D03","Result_96_2020-01-13_mitacs_control",3.38552825711612,0.000194203618584859,19361.2968327522,"ETOH","case","S6.14"
"72","S1L1","A12","Result_96_2020-01-13_mitacs_control",2.71655938350437,0.000143335300605603,16870.0419166732,"H2O","case","S6.14"
"73","S1L1","E12","Result_96_2020-01-13_mitacs_control",3.21471292318915,0.00015829715196241,15785.1331768843,"H2O","case","S6.14"
"74","S1L1","C09","Result_96_2020-01-13_mitacs_control",3.28379296600059,0.000161922558726277,16213.9300255657,"H2O","case","S6.14"
"75","S1L1","G03","Result_96_2020-01-13_mitacs_control",3.27301849440642,0.000158789047229322,15939.7262985077,"H2O","case","S6.14"
"76","S1L1","E10","Result_96_2020-01-13_mitacs_control",3.1676969005502,0.000160199379216179,16320.2678999152,"H2O","case","S6.14"
"77","S1L1","C12","Result_96_2020-01-13_mitacs_control",3.22105349312815,0.000153967933559172,16082.2257731826,"H2O","case","S6.14"
"78","S1L1","G01","Result_96_2020-01-13_mitacs_control",3.18116975860994,0.000188158518234331,19749.2506814397,"ETOH","case","S6.14"
"79","S1L1","D04","Result_96_2020-01-13_mitacs_control",3.28334563256831,0.000178922530761103,16618.7557633748,"H2O","case","S6.14"
"80","S1L1","F11","Result_96_2020-01-13_mitacs_control",3.29733610670497,0.000150208843547924,15567.9095110651,"H2O","case","S6.14"
"81","S1L1","F04","Result_96_2020-01-13_mitacs_control",3.27574184592938,0.000167184220505618,16222.3606219015,"H2O","case","S6.14"
"82","S1L1","H10","Result_96_2020-01-13_mitacs_control",3.1862729955298,0.000156985827167374,20172.7108831248,"DMSO","case","S6.14"
"83","S1L1","H12","Result_96_2020-01-13_mitacs_control",3.21241097897452,0.000149156421437786,15443.8382161112,"H2O","case","S6.14"
"84","S1L1","B05","Result_96_2020-01-13_mitacs_control",3.08298936467103,0.000129572523614017,17846.4523867344,"DMSO","case","S6.14"
"85","S1L1","B08","Result_96_2020-01-13_mitacs_control",3.3323447108327,0.000161981868616654,16866.457231391,"H2O","case","S6.14"
"86","S1L1","B03","Result_96_2020-01-13_mitacs_control",3.11617942967079,0.000151233347559809,19184.8493444048,"DMSO","case","S6.14"
"87","S1L1","E02","Result_96_2020-01-13_mitacs_control",3.09734811431315,0.000155132610476869,18300.1543776846,"DMSO","case","S6.14"
"88","S1L1","B07","Result_96_2020-01-13_mitacs_control",3.19310324787358,0.000156605516324822,19082.8098313618,"DMSO","DMSO","S6.14"
"89","S1L1","F02","Result_96_2020-01-13_mitacs_control",3.10080064078749,0.000140506603913855,18535.8851458449,"DMSO","case","S6.14"
"90","S1L1","F07","Result_96_2020-01-13_mitacs_control",3.15704371014558,0.000163279072021275,21113.7420660998,"DMSO","case","S6.14"
"91","S1L1","H09","Result_96_2020-01-13_mitacs_control",3.51457317282976,0.000151833540429971,16500.6619213785,"H2O","case","S6.14"
"92","S1L1","E11","Result_96_2020-01-13_mitacs_control",3.20285527654461,0.000150976472319769,16056.1510002308,"H2O","case","S6.14"
"93","S1L1","D01","Result_96_2020-01-13_mitacs_control",3.03160960651682,0.000173911403647624,19828.8551033995,"DMSO","case","S6.14"
"94","S1L1","E07","Result_96_2020-01-13_mitacs_control",3.67937810261326,0.000210017166262049,19691.4017796288,"ETOH","case","S6.14"
"95","S1L1","G12","Result_96_2020-01-13_mitacs_control",3.20205762238312,0.00015404351346781,16055.5481184253,"H2O","case","S6.14"
"96","S1L1","D12","Result_96_2020-01-13_mitacs_control",3.1960651389061,0.000152648231574172,16195.9729030059,"H2O","case","S6.14"
"97","S1L2","C01","Result_96_2020-01-13_mitacs_control",4.18048689509263,0.000164143426022028,18046.74410359,"ETOH","ETOH","S6.45"
"98","S1L2","G05","Result_96_2020-01-13_mitacs_control",3.96181680611211,0.00018237793812665,12277.4554046178,"DMSO","case","S6.45"
"99","S1L2","H06","Result_96_2020-01-13_mitacs_control",3.89585654533354,0.000239504852930956,6894.63456383125,"H2O","case","S6.45"
"100","S1L2","F03","Result_96_2020-01-13_mitacs_control",4.12135652405331,0.000162309226874344,12318.2429018065,"DMSO","case","S6.45"
