"","sample","well","solvent","control","control2","plate","auc","rel_fit_off_plate","rel_fit_on_plate","rel_fit_to_by","run","A","mu","lambda","percent_inhib_off_plate","percent_inhib_onplate","DT"
"36","4-Aminopyridine","G12","H2O-2",2,"case","S3L2",70385.0105,0.741169823323321,1.05937377871858,1.49846858066753,"SAM-MIATCS3ISH",0.611,2.27342195531872e-05,42122.149414082,67.3678704982032,-7.98062034217884,8.46921017184777
"37","5-Fluorocytosine","A05","H2O",1,"case","S1L1",74232.4995,1.00902873604302,0.957161051726881,0.553555727478755,"SAM-MIATCS3ISH",0.604,2.49818024454732e-05,23775.3858337298,53.9283432096057,50.0401862728882,7.70724546033559
"38","5-Fluorocytosine","A05","H2O",1,"case","S1L2",123541.8595,1.5816015713975,0.958822410418966,0.921258267877678,"SAM-MIATCS3ISH",0.865,4.0219183280225e-05,18025.6770861173,9.79013452895954,11.9115944415686,4.78728974050407
"39","5-Fluorocytosine","A05","H2O",1,"case","S2L1",95326.2475,1.1819998136662,0.927834529512874,0.710852936895683,"SAM-MIATCS3ISH",0.73,3.48288724407899e-05,23991.1165648527,50.9771968814238,5.98243006949071,5.52819744067795
"40","5-Fluorocytosine","A05","H2O",1,"case","S2L2",118535.2195,2.42604959248797,1.09280848943064,0.883923485052209,"SAM-MIATCS3ISH",1.035,1.98322766020111e-05,22956.8181320975,25.6229578874972,9.049410620266,9.7084609776645
"41","5-Fluorocytosine","A05","H2O",1,"case","S3L1",108186.838,1.85675584016947,0.98539530701583,0.806755049555029,"SAM-MIATCS3ISH",0.86,5.47782826094217e-05,25583.0914692245,-36.563142103003,39.3832588880274,3.51491274127235
"42","5-Fluorocytosine","A05","H2O",1,"case","S3L2",94163.0015,0.991557359863555,1.44219249615906,0.702178549126122,"SAM-MIATCS3ISH",0.872,2.49079561207678e-05,37278.9873441448,64.2477434575484,-25.4653710825641,7.73009565920733
"43","5-Fluorocytosine","A11","H2O-2",2,"case","S1L1",55101.639,0.748986461840322,0.78582486277478,0.785909540323559,"SAM-MIATCS3ISH",0.418,2.13840606151178e-05,24257.4602303213,60.5633299040351,14.1628820192565,9.0039439634189
"44","5-Fluorocytosine","A11","H2O-2",2,"case","S1L2",119327.7735,1.52765220503229,0.930438498512939,1.70196090935187,"SAM-MIATCS3ISH",0.826,3.54409105716026e-05,15987.0077525696,20.5075908041272,1.76790466299611,5.43272958802444
"45","5-Fluorocytosine","A11","H2O-2",2,"case","S2L1",116450.153,1.44392612483147,1.3691094064353,1.66091767642044,"SAM-MIATCS3ISH",1.812,2.46444115407646e-05,21674.0091035213,65.3121663071367,45.7461854250647,7.81276043740748
"46","5-Fluorocytosine","A11","H2O-2",2,"case","S2L2",102243.053,2.09259929759,0.884207041135847,1.45828313354721,"SAM-MIATCS3ISH",0.81,2.07650618436021e-05,3818.3748259195,22.1247308010163,-3.63681096171747,9.27234818461168
"47","5-Fluorocytosine","A11","H2O-2",2,"case","S3L1",108513.314,1.86235898220487,0.734474057437163,1.54771528165843,"SAM-MIATCS3ISH",0.929,3.72584804911935e-05,24179.2482280889,7.11400716703583,23.1042430418018,5.16770627654509
"48","5-Fluorocytosine","A11","H2O-2",2,"case","S3L2",64133.033,0.675335108997372,0.965274467209082,0.914723471013006,"SAM-MIATCS3ISH",0.518,1.95979262046326e-05,35550.4256052305,71.8696274406934,6.9158180668758,9.82455395935518
"49","5-Fluorouracil","H04","DMSO",1,"case","S1L1",74611.89,1.07022419436584,0.893784859466762,1.85229557062329,"SAM-MIATCS3ISH",0.617,3.16622869528668e-05,1303.58438230224,-21.3461785224898,41.3423410879305,6.08107948031343
"50","5-Fluorouracil","H04","DMSO",1,"case","S1L2",95689.79,1.27636690200825,1.16312984792466,2.37557008904175,"SAM-MIATCS3ISH",0.829,2.45156872342155e-05,1379.46162976079,26.2237010893471,30.4124092133782,7.85378283094396
"51","5-Fluorouracil","H04","DMSO",1,"case","S2L1",100432.606,1.37190367595555,1.05961993137791,2.49331401791262,"SAM-MIATCS3ISH",0.833,2.50692465100331e-05,38514.1673285073,50.3664934288679,28.4200752586452,7.68036180951096
"52","5-Fluorouracil","H04","DMSO",1,"case","S2L2",64416.923,1.6374221918023,0.936908857103055,1.59919794480587,"SAM-MIATCS3ISH",0.697,9.77043101019659e-06,2880.71405546567,58.5886541949679,24.665889506532,19.7064882079342
"53","5-Fluorouracil","H04","DMSO",1,"case","S3L1",94187.966,1.82607697676356,0.999229916475826,2.33828619309626,"SAM-MIATCS3ISH",0.817,1.77163548310367e-05,1695.18884905196,-11.8749288514476,61.0170271662992,10.8679739892976
"54","5-Fluorouracil","H04","DMSO",1,"case","S3L2",56246.098,0.709187608213874,0.917483724932086,1.39635114711936,"SAM-MIATCS3ISH",0.478,1.92141635342202e-05,37429.8324014121,58.5921466106195,-3.23740859429276,10.020778846082
"55","5-Fluorouracil","H10","DMSO-2",2,"case","S1L1",47284.0175,0.678236398184224,0.654423910363278,7.05051808256517,"SAM-MIATCS3ISH",0.43,4.58796057386156e-05,83066.6566241954,-75.8342610180728,-82.5750232102781,4.19665514533437
"56","5-Fluorouracil","H10","DMSO-2",2,"case","S1L2",101120.208,1.34880102271507,0.743530271452513,15.0780304363256,"SAM-MIATCS3ISH",0.843,3.97942109042639e-05,4178.02961959961,-19.754733797104,0.550290748416462,4.83841441037956
"57","5-Fluorouracil","H10","DMSO-2",2,"case","S2L1",103339.9575,1.41161793180335,0.901873173635709,15.4090172013253,"SAM-MIATCS3ISH",0.831,3.50928892761284e-05,51729.1577744927,30.5211207768194,62.7933071183701,5.48660675881845
"58","5-Fluorouracil","H10","DMSO-2",2,"case","S2L2",56469.056,1.43539432090736,0.720997187827753,8.42009883008323,"SAM-MIATCS3ISH",0.554,1.51670426329573e-05,400.418937745451,35.7154616149917,16.0197847561593,12.6946886184978
"59","5-Fluorouracil","H10","DMSO-2",2,"case","S3L1",97394.596,1.8882457809609,0.703277761655488,14.5225045702204,"SAM-MIATCS3ISH",0.76,0.000126249335861676,1844.22076429002,-697.237106717003,-25.5705444464872,1.52508432757088
"60","5-Fluorouracil","H10","DMSO",2,"case","S3L2",103317.2505,1.30269149993887,1.68530616716703,15.4056313614038,"SAM-MIATCS3ISH",0.86,2.18607029859199e-05,2453.0699297079,52.8886707653132,-17.45722483815,8.80762542782299
"61","6-Azauracil","B05","DMSO",1,"case","S1L1",117555.6445,1.68620436941309,1.40821329146008,0.966400147454648,"SAM-MIATCS3ISH",0.887,4.72906565449641e-05,15072.0020798787,-81.2421339018715,12.3891712095304,4.07143604161649
"62","6-Azauracil","B05","DMSO",1,"case","S1L2",115395.723,1.53921626821955,1.40265967502015,0.948643888578533,"SAM-MIATCS3ISH",0.907,6.92766846664899e-05,1882.29648931005,-108.477834892625,-96.6413397906853,2.77930279741011
"63","6-Azauracil","B05","DMSO",1,"case","S2L1",126742.5965,1.73129664721138,1.3372049850622,1.04192414126388,"SAM-MIATCS3ISH",0.89,0.000126870090205134,2775.33913931305,-151.184552090805,-262.250676548172,1.51762234248874
"64","6-Azauracil","B05","DMSO",1,"case","S2L2",94509.1705,2.40234096722576,1.37458411229783,0.776939947847561,"SAM-MIATCS3ISH",0.728,6.72340999212509e-05,9932.029529824,-184.967424551006,-418.40303740034,2.86373854508933
"65","6-Azauracil","B05","DMSO",1,"case","S3L1",128825.704,2.49761898552685,1.36669792240613,1.05904892845489,"SAM-MIATCS3ISH",0.951,0.000105877959447743,3630.57378517507,-568.596293826863,-132.973298187071,1.81851713513522
"66","6-Azauracil","B05","DMSO",1,"case","S3L2",59253.3815,0.7471054063976,0.966538393000025,0.487109545971538,"SAM-MIATCS3ISH",0.468,1.27117864934182e-05,12744.182415543,72.6052195559222,31.6997644031093,15.1466423376892
"67","6-Azauracil","B11","DMSO-2",2,"case","S1L1",64595.712,0.926553312544254,0.894022561423427,0.843680103410178,"SAM-MIATCS3ISH",0.513,2.47450526441498e-05,31560.2312324428,5.16422328635558,1.52860975780638,7.78098500163805
"68","6-Azauracil","B11","DMSO-2",2,"case","S1L2",123984.0625,1.65377260992549,0.911646697229997,1.61934722031106,"SAM-MIATCS3ISH",0.914,9.93902699431269e-05,5141.06177674435,-199.10017182389,-148.386215574419,1.93722065146869
"69","6-Azauracil","B11","DMSO-2",2,"case","S2L1",123561.9785,1.68784958654255,1.07835571434701,1.61383441053249,"SAM-MIATCS3ISH",0.942,2.62417572921566e-05,22430.0643627313,48.0450905264728,72.1775828555756,7.33719473681827
"70","6-Azauracil","B11","DMSO-2",2,"case","S2L2",95069.1315,2.41657468913054,1.21384314376934,1.24169131683285,"SAM-MIATCS3ISH",0.824,2.13864530788742e-05,1788.4171234373,9.35488894317125,-18.4172139770642,9.00293670852171
"71","6-Azauracil","B11","DMSO-2",2,"case","S3L1",127468.64,2.47130879504674,0.920439772864495,1.66485904477305,"SAM-MIATCS3ISH",0.922,0.000123186432227857,884.926740611461,-677.895536208829,-22.5241088018105,1.56300397703485
"72","6-Azauracil","B11","DMSO",2,"case","S3L2",115238.9835,1.45300851058794,1.87977291934042,1.50512835149435,"SAM-MIATCS3ISH",0.872,1.91600374240679e-05,15262.5889419853,58.7087921273361,-2.94658982721684,10.0490870256346
"73","Azaserine*","A06","H2O",1,"case","S1L1",49858.4955,0.677717374926482,0.642880279011755,0.6603911302371,"SAM-MIATCS3ISH",0.463,1.39366816787696e-05,39506.49337991,74.2978507454493,72.1287516317082,13.815403689831
"74","Azaserine*","A06","H2O",1,"case","S1L2",103373.1015,1.32339808089608,0.802290387677987,1.36920857019642,"SAM-MIATCS3ISH",0.808,1.98056383083639e-05,2874.38610041759,55.57682126668,56.6215184556328,9.72151871558536
"75","Azaserine*","A06","H2O",1,"case","S2L1",59377.0075,0.736246455112548,0.577931464444196,0.786466753555004,"SAM-MIATCS3ISH",0.501,2.18623173315179e-05,42424.93708328,69.2280569782772,40.9845394204685,8.80697505983487
"76","Azaserine*","A06","H2O",1,"case","S2L2",110514.6245,2.26189280167644,1.01886443851263,1.46380024205271,"SAM-MIATCS3ISH",1.049,1.97160815827056e-05,26382.3131630777,26.0587243916449,9.5822796247127,9.76567695163958
"77","Azaserine*","A06","H2O",1,"case","S3L1",50863.947,0.872952129780523,0.463282739348588,0.673708645052275,"SAM-MIATCS3ISH",0.498,1.26894137167157e-05,63947.0973450098,68.3650869276872,85.9581047545187,15.1733474679954
"78","Azaserine*","A06","H2O",1,"case","S3L2",104286.016,1.09815495522037,1.59723572245648,1.38130040394348,"SAM-MIATCS3ISH",0.857,2.41605417190245e-05,1635.57738413765,65.320563375212,-21.7005248297242,7.96922874197241
"79","Azaserine*","A12","H2O-2",2,"case","S1L1",54342.499,0.738667611204292,0.774998486333839,1.29307862949724,"SAM-MIATCS3ISH",0.603,0.000124336028405361,67913.389381451,-129.30158221672,-399.093531933916,1.54855262757107
"80","Azaserine*","A12","H2O-2",2,"case","S1L2",90578.844,1.15960406121108,0.7062734947317,2.15532170246651,"SAM-MIATCS3ISH",0.759,2.64334307985787e-05,21839.3310199057,40.7109731775612,26.7340694014043,7.28399143327345
"81","Azaserine*","A12","H2O-2",2,"case","S2L1",52592.239,0.652118575193974,0.618329192924233,1.25143122932774,"SAM-MIATCS3ISH",0.513,1.67970340205989e-05,60802.9529977454,76.3576126913752,63.0219140085753,11.462790588669
"82","Azaserine*","A12","H2O-2",2,"case","S2L2",105187.24,2.15285770603339,0.909668632896224,2.50292818038783,"SAM-MIATCS3ISH",0.871,2.38391688292575e-05,4345.37191179791,10.5958988207663,-18.9794401793917,8.07666093008119
"83","Azaserine*","A12","H2O-2",2,"case","S3L1",51018.202,0.875599530124411,0.345317495566385,1.2139770517652,"SAM-MIATCS3ISH",0.525,2.12456363711333e-05,48412.2610620447,47.0342858408492,56.1522834726695,9.06260843993739
"84","Azaserine*","A12","H2O-2",2,"case","S3L2",111830.1835,1.17759671779703,1.68317036862823,2.66099688232235,"SAM-MIATCS3ISH",0.926,2.07599750611804e-05,1805.0281088253,70.2016516086854,1.39643984039268,9.27462017278196
"85","Benzamidine","H06","H2O",1,"case","S1L1",74657.159,1.01480105465575,0.962636652526849,0.815818353852275,"SAM-MIATCS3ISH",0.614,2.6965630756301e-05,23924.6974693078,50.269749828803,46.0728307111005,7.14023288492456
"86","Benzamidine","H06","H2O",1,"case","S1L2",164675.2775,2.10819781018691,1.27806354176628,1.79949405535532,"SAM-MIATCS3ISH",1.306,4.59471948323668e-05,19228.0719948775,-3.05754434942653,-0.633946355042799,4.19048179527254
"87","Benzamidine","H06","H2O",1,"case","S2L1",81557.4,1.01127269908636,0.793818846769284,0.891220945234088,"SAM-MIATCS3ISH",0.622,3.48690671757334e-05,23529.498255559,50.9206214473241,5.87392781149151,5.52182490338799
"88","Benzamidine","H06","H2O",1,"case","S2L2",93400.4465,1.91161847192192,0.861084167915275,1.0206361926081,"SAM-MIATCS3ISH",0.912,2.30757478136678e-05,45985.8347063116,13.4589587793155,-5.82511055832914,8.34386322140476
"89","Benzamidine","H06","H2O",1,"case","S3L1",110374.132,1.89429525793735,1.00531777894041,1.20611665220363,"SAM-MIATCS3ISH",0.947,4.08272029427167e-05,23842.8848575996,-1.7828754670632,54.8212927968106,4.71599496441188
"90","Benzamidine","H06","H2O",1,"case","S3L2",111188.86,1.17084343862848,1.70295909214916,1.21501961696548,"SAM-MIATCS3ISH",0.974,2.23702724423205e-05,29299.7585826903,67.8902710682259,-12.6826512615232,8.60699770131638
"91","Benzamidine","H12","H2O-2",2,"case","S1L1",69787.5705,0.948609632269324,0.995266366061231,1.41414747469788,"SAM-MIATCS3ISH",0.509,2.71308664507632e-05,24015.9869013933,49.9650207276343,-8.90519936178779,7.09674657233283
"92","Benzamidine","H12","H2O-2",2,"case","S1L2",162063.4545,2.07476085709481,1.26366287450088,3.28398915852773,"SAM-MIATCS3ISH",1.292,4.34263820544916e-05,20518.6722997861,2.59652823542416,-20.3655446013298,4.43373070423579
"93","Benzamidine","H12","H2O-2",2,"case","S2L1",79475.411,0.985457032629386,0.934395790621345,1.61045800793748,"SAM-MIATCS3ISH",0.58,3.08459970448868e-05,22844.2794640703,56.5832272434779,32.0936107042314,6.24200550913267
"94","Benzamidine","H12","H2O-2",2,"case","S2L2",89708.9935,1.83606583799494,0.775811376699695,1.81782723924619,"SAM-MIATCS3ISH",0.909,2.22043703807174e-05,43747.7064175122,16.7268879902192,-10.8202880878671,8.67130570187566
"95","Benzamidine","H12","H2O-2",2,"case","S3L1",82944.2245,1.42352966493672,0.561409276556552,1.68074866021377,"SAM-MIATCS3ISH",0.63,4.48961508227854e-05,24623.5953999444,-11.9268281630166,7.34126951732465,4.28858331862064
"96","Benzamidine","H12","H2O-2",2,"case","S3L2",105897.822,1.11512763107515,1.59388163833842,2.1458711986156,"SAM-MIATCS3ISH",1.022,2.6172341351605e-05,34994.7800570248,62.432876556298,-24.3106519817771,7.35665490917442
"97","Blasticidin hydrochloride","C05","H2O",1,"case","S1L1",75676.994,1.02866348456116,0.975786503976859,0.620067321846089,"SAM-MIATCS3ISH",0.572,2.60301318467003e-05,23488.2480176054,51.9950050334659,47.9436865617774,7.39684626350754
"98","Blasticidin hydrochloride","C05","H2O",1,"case","S1L2",142181.2085,1.82022533655319,1.10348451611457,1.16497652075656,"SAM-MIATCS3ISH",1.029,4.44631283513858e-05,18159.6706480932,0.271151727432933,2.61646897889079,4.33034945196051
"99","Blasticidin hydrochloride","C05","H2O",1,"case","S2L1",80902.1185,1.00314752232538,0.787440825833854,0.662879922925717,"SAM-MIATCS3ISH",0.644,3.29641753651966e-05,30180.4761035767,53.6018203965261,11.0160207492307,5.84091309294992
"100","Blasticidin hydrochloride","C05","H2O",1,"case","S2L2",109995.8725,2.25127555151643,1.01408192246466,0.901262622497913,"SAM-MIATCS3ISH",1.094,3.71048137472722e-05,40675.7106735123,-39.1542862193433,-70.1622434409497,5.18910793624529
"101","Blasticidin hydrochloride","C05","H2O",1,"case","S3L1",112454.9845,1.93000787421611,1.02427075257378,0.921411612453297,"SAM-MIATCS3ISH",0.909,4.09069518483636e-05,24157.3392535834,-1.9816907751677,54.7330439774375,4.70680103965203
"102","Blasticidin hydrochloride","C05","H2O",1,"case","S3L2",49232.5015,0.518429196490922,0.754040792024237,0.403391621935836,"SAM-MIATCS3ISH",0.529,1.13039470287324e-05,57265.3855529658,83.7745974758419,43.0602052701126,17.0330666801138
"103","Blasticidin hydrochloride","C11","H2O-2",2,"case","S1L1",71237.94,0.968324238583778,1.01595062217402,0.714990287132103,"SAM-MIATCS3ISH",0.532,2.39092786452434e-05,23474.1074052023,55.9063009062758,4.02647986999619,8.05297752164424
"104","Blasticidin hydrochloride","C11","H2O-2",2,"case","S1L2",138238.071,1.76974469386677,1.07788840305954,1.387447167575,"SAM-MIATCS3ISH",1.002,3.62941604301136e-05,18825.9132096442,18.5937887656032,-0.597060573385231,5.30500998527357
"105","Blasticidin hydrochloride","C11","H2O-2",2,"case","S2L1",105686.855,1.31046638458066,1.24256485362508,1.06074199790925,"SAM-MIATCS3ISH",0.88,4.13935261393732e-05,36923.4817665012,41.73722718805,8.87359237393188,4.65147334490382
"106","Blasticidin hydrochloride","C11","H2O-2",2,"case","S2L2",122640.445,2.51007087066468,1.06060550634216,1.23089925094071,"SAM-MIATCS3ISH",1.141,1.60724366508352e-05,24242.1838697349,39.7234961159992,19.7837169269016,11.9795702214741
"107","Blasticidin hydrochloride","C11","H2O-2",2,"case","S3L1",121291.776,2.0816692456852,0.820965276689269,1.217363131907,"SAM-MIATCS3ISH",1.008,4.68890116631543e-05,24570.2776955273,-16.89506238232,3.22831212313528,4.10631140771461
"108","Blasticidin hydrochloride","C11","H2O-2",2,"case","S3L2",67479.708,0.710576341482101,1.01564569988643,0.677270227051912,"SAM-MIATCS3ISH",0.533,4.84641834111355e-05,14246.932012722,30.435724632153,-130.190113932364,3.97284901832544
"109","Caffeine","C02","H2O",1,"case","S1L1",73619.6785,1.00069877270869,0.949259278287604,0.676538341829263,"SAM-MIATCS3ISH",0.557,2.3874576266653e-05,24107.8388450779,55.97029933392,52.2544706011859,8.06468275450848
"110","Caffeine","C02","H2O",1,"case","S1L2",142035.897,1.81836503675139,1.10235673705041,1.30525875953957,"SAM-MIATCS3ISH",1.057,3.84888087575377e-05,20634.7794006547,13.6712887487889,15.7014757939679,5.0025160482829
"111","Caffeine","C02","H2O",1,"case","S2L1",79678.7305,0.987978097052012,0.77553328033447,0.73221884840927,"SAM-MIATCS3ISH",0.8,2.79467454238659e-05,21967.7100745875,60.6640208910514,24.5601448428958,6.88956372445603
