"","sample","well","solvent","control","control2","plate","auc","rel_fit_off_plate","rel_fit_on_plate","rel_fit_to_by","run","A","mu","lambda","percent_inhib_off_plate","percent_inhib_onplate","DT"
"112","Caffeine","C02","H2O",1,"case","S2L2",110438.524,2.26033525964132,1.01816284726574,1.01489027693908,"SAM-MIATCS3ISH",1.061,1.65546081621935e-05,30006.4826580992,37.9152069555853,24.0807598886872,11.630651816247
"113","Caffeine","C02","H2O",1,"case","S3L1",105550.644,1.81151217933413,0.961384131127842,0.969972419409178,"SAM-MIATCS3ISH",0.941,3.78802188892078e-05,23262.1969330992,5.5640033123274,58.0823765862819,5.08288729935849
"114","Caffeine","C02","H2O",1,"case","S3L2",41604.957,0.438109455550403,0.637217971311377,0.382334576762078,"SAM-MIATCS3ISH",0.651,1.66961391592502e-05,94788.4961059108,76.0347799074417,15.8988684135804,11.5320602956403
"115","Caffeine","C08","H2O-2",2,"case","S1L1",70159.873,0.953670271794209,1.00057590977504,0.612896341643855,"SAM-MIATCS3ISH",0.534,2.3877088900174e-05,24967.957988054,55.965665513383,4.15569176267743,8.06383409191354
"116","Caffeine","C08","H2O-2",2,"case","S1L2",148124.547,1.89631285497805,1.15497655793929,1.2939731656007,"SAM-MIATCS3ISH",1.163,4.38571567673313e-05,18473.2376663304,1.63031943344923,-21.5595292359781,4.39018161871121
"117","Caffeine","C08","H2O-2",2,"case","S2L1",87208.7455,1.08134667664394,1.0253169335679,0.761830356738246,"SAM-MIATCS3ISH",0.654,2.8356667049485e-05,23121.4660886986,60.087042489556,37.5737840799664,6.7899687630028
"118","Caffeine","C08","H2O-2",2,"case","S2L2",93979.181,1.92346337847211,0.812740339046607,0.82097492145668,"SAM-MIATCS3ISH",0.969,2.38468874916628e-05,50496.1418229837,10.5669514996749,-19.0179634239937,8.07404670970953
"119","Caffeine","C08","H2O-2",2,"case","S3L1",100140.671,1.71866355607638,0.677803692769443,0.874799914556015,"SAM-MIATCS3ISH",0.773,3.84869652680411e-05,23999.4586141993,4.0513748032538,20.5688399447902,5.00275566410418
"120","Caffeine","C08","H2O-2",2,"case","S3L2",91798.643,0.966660138718465,1.3816730952416,0.801926372679869,"SAM-MIATCS3ISH",0.824,2.66715859218424e-05,38312.8129683909,61.716273400824,-26.6819116711882,7.21895143592473
"121","CCCP","F03","DMSO",1,"case","S1L1",25949.4045,0.372215212954472,0.310851056772301,0.976572963500867,"SAM-MIATCS3ISH",0.505,2.01985710483298e-05,111150.771056379,22.5886805972522,62.5800595886249,9.5324012291847
"122","CCCP","F03","DMSO",1,"case","S1L2",62188.994,0.829513510383812,0.755920512876115,2.3404040030174,"SAM-MIATCS3ISH",0.8,3.02140330893667e-05,118904.207927743,9.0753803798556,14.2376980686106,6.37256479197527
"123","CCCP","F03","DMSO",1,"case","S2L1",47620.848,0.650498070550122,0.502426469845042,1.79215028444234,"SAM-MIATCS3ISH",0.606,0.000110714026831031,2830.57775169639,-119.197867635759,-216.120458794238,1.73908301413989
"124","CCCP","F03","DMSO",1,"case","S2L2",40265.1425,1.02350492409552,0.585634440203961,1.5153276267673,"SAM-MIATCS3ISH",0.453,7.04222353366666e-05,2079.99153462391,-198.480132232301,-442.984895191711,2.73409218790622
"125","CCCP","F03","DMSO",1,"case","S3L1",140974.7215,2.73315906659249,1.4955855314855,5.30540504518955,"SAM-MIATCS3ISH",1.255,4.23436063388933e-05,23577.4913077045,-167.390667643351,6.82735408424823,4.54710640250832
"126","CCCP","F03","DMSO",1,"case","S3L2",804.788499999998,0.0101473000212927,0.0131276724433845,0.0302871956247172,"SAM-MIATCS3ISH",0.00599999999999999,7.29141556379442e-07,0,98.428649438062,96.0823335012758,264.065162387585
"127","CCCP","F09","DMSO-2",2,"case","S1L1",1292.301,0.0185366138909383,0.0178858040940869,0.0189090329022624,"SAM-MIATCS3ISH",0.035,1.94407043356071e-06,154365.537061728,92.5493215874669,92.2636932289281,99.0400759998295
"128","CCCP","F09","DMSO-2",2,"case","S1L2",92840.818,1.23836563180431,0.682652458640249,1.35845293181307,"SAM-MIATCS3ISH",0.812,7.52328720713146e-05,8181.24161603078,-126.402091232987,-88.0144645072518,2.55926536084334
"129","CCCP","F09","DMSO-2",2,"case","S2L1",50491.0365,0.689704681935227,0.440647668433688,0.738788154189956,"SAM-MIATCS3ISH",0.637,8.52102576841853e-05,3223.03130776985,-68.704068668488,9.65714270279092,2.25959747947821
"130","CCCP","F09","DMSO-2",2,"case","S2L2",44614.737,1.13406783564038,0.569641183884405,0.652805754896719,"SAM-MIATCS3ISH",0.338,1.10219172332207e-05,4842.1390055422,53.284310026548,38.9714261345624,17.4689103007001
"131","CCCP","F09","DMSO-2",2,"case","S3L1",132604.703,2.57088464102591,0.957526829423172,1.94028070242284,"SAM-MIATCS3ISH",1.118,4.36712579471517e-05,24021.2645818283,-175.77449889024,56.5635446740476,4.40886964423775
"132","CCCP","F09","DMSO",2,"case","S3L2",4750.1945,0.0598935605454035,0.0774849509384972,0.0695051571519685,"SAM-MIATCS3ISH",0.05,8.44245887477423e-07,108192.927476128,98.1805916312208,95.4638796799907,228.062566066125
"133","Cetylpyridinium chloride","A02","H2O",1,"case","S1L1",64252.606,0.873373876083074,0.828479336535784,17.3514184040448,"SAM-MIATCS3ISH",0.477,6.80000687074991e-05,2332.70763569998,-25.4063166199932,-35.9898179273714,2.83148071977816
"134","Cetylpyridinium chloride","A02","H2O",1,"case","S1L2",101393.7655,1.29805832204354,0.786928536057573,27.38138977199,"SAM-MIATCS3ISH",0.849,3.31640118413882e-05,46323.025822149,25.6145748697339,27.3638923825385,5.80571748706787
"135","Cetylpyridinium chloride","A02","H2O",1,"case","S2L1",92089.22,1.14186222300071,0.896327720357476,24.868696947827,"SAM-MIATCS3ISH",0.757,0.000141251288480788,1985.73716104844,-98.8159139291921,-281.295803218827,1.36310886477373
"136","Cetylpyridinium chloride","A02","H2O",1,"case","S2L2",110928.916,2.27037206825211,1.02268390474561,29.9563574841329,"SAM-MIATCS3ISH",0.971,1.7969965890081e-05,4454.64324793304,32.6071869312646,17.5899458425845,10.7145937096715
"137","Cetylpyridinium chloride","A02","H2O",1,"case","S3L1",23815.046,0.408725558134942,0.216913951813308,6.4312539705794,"SAM-MIATCS3ISH",0.607,3.70518157419031e-05,129779.147762969,7.62922572045888,58.9990738013908,5.19653030853014
"138","Cetylpyridinium chloride","A02","H2O",1,"case","S3L2",1062.454,0.0111878770476159,0.0162724548060862,0.286915738313416,"SAM-MIATCS3ISH",0.015,2.88472091690131e-07,48483.1413954471,99.5859343826753,98.5469197932026,667.450644396118
"139","Cetylpyridinium chloride","A08","H2O-2",2,"case","S1L1",81767.5695,1.11145155905594,1.16611756470193,18.3437420394329,"SAM-MIATCS3ISH",0.589,7.8376797898675e-05,859.482244061749,-44.543170613863,-214.609959692372,2.45660563650214
"140","Cetylpyridinium chloride","A08","H2O-2",2,"case","S1L2",94118.3255,1.20491703873132,0.733872013968082,21.1145114709002,"SAM-MIATCS3ISH",0.782,3.17251470183027e-05,35950.5443267533,28.8418856089198,12.06694139006,6.06903045643237
"141","Cetylpyridinium chloride","A08","H2O-2",2,"case","S2L1",51953.736,0.644201443797133,0.610822285970344,11.6553046274514,"SAM-MIATCS3ISH",0.571,3.15334953127947e-05,77629.9677696851,55.6155504319673,30.5801071869749,6.10591631466716
"142","Cetylpyridinium chloride","A08","H2O-2",2,"case","S2L2",43676.2635,0.893918125874583,0.37771622212029,9.79833589024925,"SAM-MIATCS3ISH",0.405,3.83169375493091e-05,141649.658312343,-43.7001174861641,-91.2368594583879,5.02495491037346
"143","Cetylpyridinium chloride","A08","H2O-2",2,"case","S3L1",84681.8875,1.45335229385481,0.573170675660706,18.9975403355028,"SAM-MIATCS3ISH",0.722,0.000556344708012846,0,-1286.97633075383,-1048.20966631871,0.34608198966535
"144","Cetylpyridinium chloride","A08","H2O-2",2,"case","S3L2",3209.9515,0.0338015036046834,0.0483133898240786,0.720120735337386,"SAM-MIATCS3ISH",0.03,5.37847652669124e-07,417.737446677699,99.2279869465906,97.4453874236182,357.984054654455
"145","Chlorpromazine hydrochloride ","C03","H2O",1,"case","S1L1",75387.974,1.02473488876747,0.972059852051712,0.658409275724219,"SAM-MIATCS3ISH",0.567,2.52753947851901e-05,23208.3426754082,53.3868976697472,49.4530461481522,7.61772012367108
"146","Chlorpromazine hydrochloride ","C03","H2O",1,"case","S1L2",145980.668,1.86886659175189,1.13297255305058,1.27493843895603,"SAM-MIATCS3ISH",1.067,3.77904669506984e-05,18899.6399853782,15.2376388163387,17.230990102368,5.09495910013664
"147","Chlorpromazine hydrochloride ","C03","H2O",1,"case","S2L1",92729.78,1.14980486021237,0.902562453201909,0.809865871814863,"SAM-MIATCS3ISH",0.725,3.1651934231729e-05,22880.4079172378,55.4488436913353,14.5583037427792,6.08306848103659
"148","Chlorpromazine hydrochloride ","C03","H2O",1,"case","S2L2",119843.4015,2.45282403489747,1.10486897576837,1.04666570800725,"SAM-MIATCS3ISH",1.125,2.55326415486763e-05,29132.7725161979,4.24486337000976,-17.0923965954622,7.54096998235797
"149","Chlorpromazine hydrochloride ","C03","H2O",1,"case","S3L1",118622.5845,2.03585926549005,1.08044694006482,1.03600356663226,"SAM-MIATCS3ISH",1.02,4.21438391414947e-05,23540.4457544941,-5.06527074757454,53.3643249657992,4.56866026947456
"150","Chlorpromazine hydrochloride ","C03","H2O",1,"case","S3L2",94928.079,0.999613796191055,1.45391035786592,0.829064961213595,"SAM-MIATCS3ISH",0.85,2.65996919236445e-05,37826.6717742578,61.8194682456747,-33.9869157349018,7.23846291308824
"151","Chlorpromazine hydrochloride ","C09","H2O-2",2,"case","S1L1",76461.857,1.03933198321325,1.09045083549202,0.627019354492282,"SAM-MIATCS3ISH",0.584,2.63288361990649e-05,23670.5568928947,51.4441318755351,-5.68579372231446,7.31292800156931
"152","Chlorpromazine hydrochloride ","C09","H2O-2",2,"case","S1L2",154532.2515,1.97834525717166,1.20493956972627,1.26722939234616,"SAM-MIATCS3ISH",1.153,5.01474403220854e-05,18555.2848207401,-12.4785109049347,-38.9944010798888,3.83949574000643
"153","Chlorpromazine hydrochloride ","C09","H2O-2",2,"case","S2L1",87685.296,1.08725567460594,1.03091975808451,0.719056270061354,"SAM-MIATCS3ISH",0.671,3.37291569237196e-05,23256.5058206495,52.5250832613642,25.7464345423114,5.70844044291756
"154","Chlorpromazine hydrochloride ","C09","H2O-2",2,"case","S2L2",112844.01,2.30956812355005,0.975885062743617,0.925368295835668,"SAM-MIATCS3ISH",1.076,2.10202051644268e-05,33638.7721516914,21.1678660951371,-4.9102114604786,9.15980039123106
"155","Chlorpromazine hydrochloride ","C09","H2O-2",2,"case","S3L1",105368.584,1.80838757587487,0.713188903408558,0.864066661674798,"SAM-MIATCS3ISH",0.844,4.00327505355277e-05,23403.2240049243,0.197707198344483,17.3785775757624,4.80958417578628
"156","Chlorpromazine hydrochloride ","C09","H2O-2",2,"case","S3L2",101916.9285,1.07320793665294,1.53396470205025,0.835761636287568,"SAM-MIATCS3ISH",0.953,2.90821285630777e-05,39982.2908769339,58.2562408514608,-38.1312552104687,6.62059116722704
"157","Cinnamic acid","F02","DMSO",1,"case","S1L1",51363.2855,0.736748939669266,0.615287012731733,0.570265502953131,"SAM-MIATCS3ISH",0.41,2.08286909665884e-05,38519.2448626731,20.1737367807993,61.4126973164702,9.24402228626519
"158","Cinnamic acid","F02","DMSO",1,"case","S1L2",118774.6245,1.58428605089695,1.44373094487922,1.31870596515018,"SAM-MIATCS3ISH",1.089,2.49517961229387e-05,34057.7121540791,24.911296528763,29.1745174668836,7.71651397519503
"159","Cinnamic acid","F02","DMSO",1,"case","S2L1",60234.8345,0.822804407476237,0.635511053048348,0.668762674682115,"SAM-MIATCS3ISH",0.522,3.4961936927818e-05,48253.3710762014,30.7803876134899,0.173592648520958,5.50715722319365
"160","Cinnamic acid","F02","DMSO",1,"case","S2L2",50980.8475,1.29588883115992,0.741488499308949,0.56601945061642,"SAM-MIATCS3ISH",0.495,8.14344512345668e-06,47613.8861580638,65.4845296282398,37.2106313336903,23.6436643914099
"161","Cinnamic acid","F02","DMSO",1,"case","S3L1",144545.354,2.80238499934842,1.53346598443785,1.60482781029162,"SAM-MIATCS3ISH",1.279,4.23292538533054e-05,23759.3894808975,-167.300034817395,6.8589352171112,4.54864817972307
"162","Cinnamic acid","F02","DMSO",1,"case","S3L2",58366.3565,0.73592121477286,0.952069282607552,0.648017729415192,"SAM-MIATCS3ISH",0.487,1.75665162766115e-05,36196.7750407979,62.1429405839803,5.61537507490394,10.9606754382614
"163","Cinnamic acid","F08","DMSO-2",2,"case","S1L1",38855.018,0.557331818509356,0.537764220580359,0.52043150804071,"SAM-MIATCS3ISH",0.35,1.84283761288829e-05,46494.4546264342,29.3729785550901,26.6654291096781,10.4480656430223
"164","Cinnamic acid","F08","DMSO-2",2,"case","S1L2",93360.44,1.24529665675855,0.686473205198767,1.25048750667273,"SAM-MIATCS3ISH",0.742,0.00010945374332525,2688.42178355387,-229.384691822281,-173.535841089569,1.75910734196385
"165","Cinnamic acid","F08","DMSO-2",2,"case","S2L1",69931.562,0.955261152669021,0.610309906100381,0.936676654513515,"SAM-MIATCS3ISH",0.536,7.7662043680184e-05,1839.74079899109,-53.7596893383005,17.6600198110813,2.47921474075246
"166","Cinnamic acid","F08","DMSO-2",2,"case","S2L2",52211.289,1.32716558459651,0.666633997597942,0.699327944488903,"SAM-MIATCS3ISH",0.518,2.14840709111594e-05,2687.24044550849,8.94114201580609,-18.9577258464737,8.96202978872419
"167","Cinnamic acid","F08","DMSO-2",2,"case","S3L1",126557.536,2.45364469093138,0.913860771481755,1.69513573032951,"SAM-MIATCS3ISH",1.08,3.55135140006679e-05,22617.2497848016,-124.260119532565,64.6774277437959,5.42162297668579
"168","Cinnamic acid","F08","DMSO",2,"case","S3L2",64273.4845,0.81040214992561,1.04842607879083,0.860891287332982,"SAM-MIATCS3ISH",0.539,1.85622237378125e-05,35423.2048628282,59.9971220320202,0.265454021649567,10.3727272232289
"169","Compound 48/80*","B02","H2O",1,"case","S1L1",15236.067,0.207101061271373,0.196455326334542,3.42122169816564,"SAM-MIATCS3ISH",0.533,9.18739629200656e-05,13800.3212927229,-69.4347594360101,-83.7339833215191,2.09570674181534
"170","Compound 48/80*","B02","H2O",1,"case","S1L2",39378.673,0.504131727888944,0.305622355999589,8.84238501396517,"SAM-MIATCS3ISH",0.287,2.2895406967477e-05,3827.43433964706,48.6466055749984,49.8542802243306,8.40958554536194
"171","Compound 48/80*","B02","H2O",1,"case","S2L1",996.413999999999,0.0123550563797698,0.00969835002568458,0.223742334367262,"SAM-MIATCS3ISH",0.00899999999999999,1.07183419664238e-06,0,98.491357511298,97.1066750234866,179.63681704878
"172","Compound 48/80*","B02","H2O",1,"case","S2L2",29369.311,0.601099025958294,0.270763681249425,6.5948071804472,"SAM-MIATCS3ISH",0.283,9.27707582320584e-06,7653.08202355428,65.2081567320672,57.4554383859546,20.7544798768647
"173","Compound 48/80*","B02","H2O",1,"case","S3L1",28464.881,0.488528318356795,0.259265920611933,6.39171962901599,"SAM-MIATCS3ISH",0.192,5.0088990581941e-05,885,-24.8726614415816,44.5723518512913,3.84397611634625
"174","Compound 48/80*","B02","H2O",1,"case","S3L2",43165.4835,0.454542146858964,0.66111886202754,9.6927040792096,"SAM-MIATCS3ISH",0.433,8.8296273141299e-05,2760.52626648302,-26.7382596060551,-344.762493605157,2.18062299391452
"175","Compound 48/80*","B08","H2O-2",2,"case","S1L1",835.284999999999,0.0113538756402199,0.0119123084615111,0.171263540837338,"SAM-MIATCS3ISH",0.00699999999999999,1.0850694264983e-06,-57.2000304849964,97.9989055505305,95.6444552764789,177.44568115815
"176","Compound 48/80*","B08","H2O-2",2,"case","S1L2",35595.2905,0.455696292875941,0.277548366784468,7.29831792521556,"SAM-MIATCS3ISH",0.257,2.30931490440631e-05,4690.3219364737,48.2030787633645,35.9923776804512,8.33757592442219
"177","Compound 48/80*","B08","H2O-2",2,"case","S2L1",2058.0785,0.0255191877086152,0.0241969165427567,0.421980295625084,"SAM-MIATCS3ISH",0.034,3.04234923767531e-06,136999.132755462,95.7177916698263,93.3023740031282,63.2869103600993
"178","Compound 48/80*","B08","H2O-2",2,"case","S2L2",13912.0575,0.284736819747858,0.120312714040207,2.85247338068163,"SAM-MIATCS3ISH",0.15,6.81664376945319e-06,5543.70938851651,74.4355219080024,65.978660355117,28.2457012572213
"179","Compound 48/80*","B08","H2O-2",2,"case","S3L1",2267.4755,0.0389155321931693,0.0153474432697204,0.464914230342835,"SAM-MIATCS3ISH",0.019,1.33259157933329e-06,466.495186783427,96.6778276984088,97.2497365201682,144.486042441604
"180","Compound 48/80*","B08","H2O-2",2,"case","S3L2",44621.1485,0.469870623237723,0.671598602620195,9.14894423859964,"SAM-MIATCS3ISH",0.524,0.000131080633835247,1870.08835847048,-88.1498596634126,-522.593096862725,1.46887360745353
"181","Copper(II) sulfate","H05","H2O",1,"case","S1L1",1347.7265,0.0183193988615011,0.0173777162680638,0.376812941510007,"SAM-MIATCS3ISH",0.018,7.35616171689236e-07,18835.3586933348,98.6433702746028,98.5288792915379,261.740960706086
"182","Copper(II) sulfate","H05","H2O",1,"case","S1L2",59389.95,0.760319122808886,0.460932150804011,16.6049281925021,"SAM-MIATCS3ISH",0.527,2.03103504730808e-05,7306.39039579493,54.4447740004916,55.516093476063,9.47993899682166
"183","Copper(II) sulfate","H05","H2O",1,"case","S2L1",1614.0975,0.0200140359478545,0.0157104200970505,0.451288022353903,"SAM-MIATCS3ISH",0.023,1.57901536634238e-06,7100.55152171119,97.7774830478074,95.7375827231036,121.937308270074
"184","Copper(II) sulfate","H05","H2O",1,"case","S2L2",2432.98,0.04979558111445,0.0224303056073132,0.68024065003917,"SAM-MIATCS3ISH",0.022,1.00233775259574e-06,0,96.240929938008,95.4032907474225,192.09182033726
"185","Copper(II) sulfate","H05","H2O",1,"case","S3L1",2000.237,0.0343290533315435,0.018218705612964,0.559249363789427,"SAM-MIATCS3ISH",0.027,1.46182323255676e-06,0,96.3556511024538,98.3823705998384,131.712835861909
"186","Copper(II) sulfate","H05","H2O",1,"case","S3L2",36286.6595,0.382106599396025,0.555763380605266,10.1454433846682,"SAM-MIATCS3ISH",0.547,2.08449425017679e-05,86882.5376023358,70.0796914719759,-4.99931963499883,9.2368152837334
"187","Copper(II) sulfate","H11","H2O-2",2,"case","S1L1",779.319500000001,0.0105931468744182,0.011114163757365,0.378535720773626,"SAM-MIATCS3ISH",0.015,1.21618624862607e-06,20811.3026239542,97.7570987697066,95.1181431633209,158.315293982634
"188","Copper(II) sulfate","H11","H2O-2",2,"case","S1L2",58742.9295,0.752035868504086,0.458038238032083,28.5329664645075,"SAM-MIATCS3ISH",0.533,2.37772602818848e-05,13020.3944966804,46.6686472384591,34.096216457419,8.09769002846659
"189","Copper(II) sulfate","H11","H2O-2",2,"case","S2L1",534.682,0.00662980072063227,0.00628627903693385,0.259708933569202,"SAM-MIATCS3ISH",0.015,1.06869940468419e-06,10224.1327517657,98.4957698358499,97.6472954429375,180.163741689152
"190","Copper(II) sulfate","H11","H2O-2",2,"case","S2L2",3716.467,0.0760645931975095,0.032140338078021,1.80518454186812,"SAM-MIATCS3ISH",0.037,3.48262561302213e-06,158077.669956344,86.9390994750668,82.6184860403671,55.2861274461804
"191","Copper(II) sulfate","H11","H2O-2",2,"case","S3L1",2026.428,0.0347785561833589,0.0137159095082496,0.984288707745484,"SAM-MIATCS3ISH",0.038,2.34055221905306e-06,-1708.99840107747,94.1649655654764,95.1694612283822,82.2630155061322
"192","Copper(II) sulfate","H11","H2O-2",2,"case","S3L2",73195.5715,0.770765656086739,1.10167589113908,35.5529900319316,"SAM-MIATCS3ISH",1.094,5.600420759645e-05,92006.6292137998,19.6129627121218,-166.002932886651,3.43797174805627
"193","Cycloheximide","G05","DMSO",1,"case","S1L1",34469.502,0.494426491650882,0.412914335784274,2.13915659848583,"SAM-MIATCS3ISH",0.431,0.000129687429228807,3003.90303377417,-397.02897212536,-140.259365983598,1.48465340576051
"194","Cycloheximide","G05","DMSO",1,"case","S1L2",55289.39,0.737482519589875,0.672054351697787,3.43122634741739,"SAM-MIATCS3ISH",0.519,0.000112299326681845,2027.18906985403,-237.948049899322,-218.760780233923,1.71453283984829
"195","Cycloheximide","G05","DMSO",1,"case","S2L1",27934.8635,0.381588643861005,0.294728368841901,1.73362085660031,"SAM-MIATCS3ISH",0.208,1.66451729047699e-05,2144.35855939163,67.0449489410905,52.4732335551676,11.5673705878836
"196","Cycloheximide","G05","DMSO",1,"case","S2L2",33723.229,0.857215169123041,0.49048589204136,2.09284334417128,"SAM-MIATCS3ISH",0.274,7.05314356785775e-06,5877.33141869226,70.1057029115424,45.6173124488806,27.2985912786905
"197","Cycloheximide","G05","DMSO",1,"case","S3L1",45801.1195,0.887972990402475,0.485899109579289,2.84238997698496,"SAM-MIATCS3ISH",0.538,8.67343511076798e-05,861.941085343257,-447.708569380712,-90.8498043319841,2.21989190015195
"198","Cycloheximide","G05","DMSO",1,"case","S3L2",1880.5585,0.023711312111309,0.0306755824649862,0.116706331414757,"SAM-MIATCS3ISH",0.018,1.84796682818927e-06,0,96.0175034758178,90.0709023231378,104.190660000934
"199","Cycloheximide","G11","DMSO-2",2,"case","S1L1",38117.1675,0.546748177524991,0.527552165112071,31.8017926130426,"SAM-MIATCS3ISH",0.426,8.87717458680204e-05,6409.22687550942,-240.219016329727,-253.26161376817,2.16894330066607
"200","Cycloheximide","G11","DMSO-2",2,"case","S1L2",59457.0415,0.793073115344187,0.437183734889651,49.6060076648683,"SAM-MIATCS3ISH",0.65,0.000100031014988042,13941.4045433394,-201.028398330762,-149.987501464332,1.92481185472216
"201","Cycloheximide","G11","DMSO-2",2,"case","S2L1",21921.494,0.299446359094153,0.191314258713684,18.2894703798769,"SAM-MIATCS3ISH",0.336,4.01830383376702e-05,13292.6865950227,20.4433569001522,57.3965553330068,4.79159594331555
"202","Cycloheximide","G11","DMSO-2",2,"case","S2L2",23111.5225,0.587474813533676,0.295088034213248,19.2823311311542,"SAM-MIATCS3ISH",0.224,5.63447795196962e-06,18432.1910318285,76.1186262247454,68.80178406271,34.171911777837
"203","Cycloheximide","G11","DMSO-2",2,"case","S3L1",49058.5315,0.951126334822646,0.354247315974546,40.9303562407521,"SAM-MIATCS3ISH",0.36,2.52786378670703e-05,1703.31353894275,-59.6291020253018,74.8572751043106,7.61674282061261
"204","Cycloheximide","G11","DMSO",2,"case","S3L2",48565.582,0.612346636740824,0.792199506476959,40.519080199118,"SAM-MIATCS3ISH",0.369,1.32100848548653e-05,5734.52202852095,71.531352069668,29.0224148817021,14.5752949813914
"205","Dequalinium Chloride","G03","H2O",1,"case","S1L1",128634.052,1.74849905063013,1.6586199485336,5.86007899673396,"SAM-MIATCS3ISH",0.859,0.000104608237804708,7339.79619790127,-92.9194196497934,-109.200600575226,1.84059006756548
"206","Dequalinium Chloride","G03","H2O",1,"case","S1L2",128015.056,1.63886810957494,0.993539396772953,5.83187988924831,"SAM-MIATCS3ISH",0.905,3.3019988948975e-05,16277.8696675846,25.9376119055391,27.6793325760453,5.83104021586448
"207","Dequalinium Chloride","G03","H2O",1,"case","S2L1",67262.164,0.834018619213824,0.654679691330111,3.06420880321235,"SAM-MIATCS3ISH",0.512,2.42324159463678e-05,22612.2574611746,65.8920638890687,34.5866604009086,7.9455917195798
"208","Dequalinium Chloride","G03","H2O",1,"case","S2L2",75632.4625,1.54796275403183,0.697276281641713,3.44552782157184,"SAM-MIATCS3ISH",0.688,8.97998789816305e-06,6625.65807936336,66.3223264038326,58.8178801480619,21.441107234483
"209","Dequalinium Chloride","G03","H2O",1,"case","S3L1",120319.1745,2.06497697933685,1.0958999457616,5.48128474870572,"SAM-MIATCS3ISH",1.02,3.79974105396614e-05,23641.932785442,5.27184263747945,57.952694245076,5.06721065341811
"210","Dequalinium Chloride","G03","H2O",1,"case","S3L2",82851.7875,0.872447759362007,1.26895090770726,3.77441285741831,"SAM-MIATCS3ISH",0.728,2.20692051416808e-05,36582.7568388095,68.3224155331039,-11.1661269665374,8.72441405355524
"211","Dequalinium Chloride","G09","H2O-2",2,"case","S1L1",67744.303,0.920835872301525,0.966126572183236,2.01633310612086,"SAM-MIATCS3ISH",0.519,2.20762251905684e-05,23938.3729623412,59.2868339893695,11.3844849040219,8.721639765259
"212","Dequalinium Chloride","G09","H2O-2",2,"case","S1L2",140084.912,1.79338823168903,1.09228883907397,4.16947009896355,"SAM-MIATCS3ISH",1,3.62986370743371e-05,18376.4460235134,18.5837478488012,-0.609468554305036,5.30435572813831
"213","Dequalinium Chloride","G09","H2O-2",2,"case","S2L1",75950.8395,0.941754034079557,0.892957253444809,2.260591449609,"SAM-MIATCS3ISH",0.627,3.56748867826912e-05,25632.0218981052,49.7864033928023,21.46297795391,5.39709865546906
"214","Dequalinium Chloride","G09","H2O-2",2,"case","S2L2",81429.0605,1.66660119984595,0.704205777650017,2.42364454596969,"SAM-MIATCS3ISH",0.778,1.51771348922337e-05,20872.8446987243,43.081148791948,24.2520984712822,12.6862470984164
"215","Dequalinium Chloride","G09","H2O-2",2,"case","S3L1",125358.2665,2.15146036006151,0.848489381031568,3.73114803277068,"SAM-MIATCS3ISH",0.998,3.90722037627458e-05,23346.1651308214,2.59236579622886,19.3609979593386,4.9278224657616
"216","Dequalinium Chloride","G09","H2O-2",2,"case","S3L2",102413.089,1.07843261712841,1.54143247707794,3.04821059050237,"SAM-MIATCS3ISH",0.94,2.59901801536162e-05,34556.7708651448,62.694346178735,-23.4454417591397,7.40821657837119
"217","Diamide","C06","H2O",1,"case","S1L1",1807.301,0.0245663106585718,0.0233035144660196,0.0247747664078589,"SAM-MIATCS3ISH",0.018,1.07877845015348e-06,-67.9487878307784,98.0105074236807,97.8426068118933,178.480468776032
"218","Diamide","C06","H2O",1,"case","S1L2",43466.4535,0.556464112139061,0.337348084980329,0.595844982125591,"SAM-MIATCS3ISH",0.316,1.94332018110885e-05,4342.41741154507,56.4121800078465,57.4372321161556,9.90783121384612
"219","Diamide","C06","H2O",1,"case","S2L1",3545.216,0.0439589804624001,0.0345064859432499,0.0485983786128619,"SAM-MIATCS3ISH",0.027,1.68510422869585e-06,291.564897903125,97.6281594249692,95.4512048895369,114.260518851042
"220","Diamide","C06","H2O",1,"case","S2L2",8477.905,0.173516513127153,0.0781601164250296,0.116216455367988,"SAM-MIATCS3ISH",0.08,3.39507500030153e-06,38395.9367251479,87.2674407815124,84.4302256134068,56.7118203491156
"221","Diamide","C06","H2O",1,"case","S3L1",5913.117,0.10148382859064,0.0538582867320286,0.0810579380066406,"SAM-MIATCS3ISH",0.092,8.4732558500854e-06,123695.584092545,78.8760364945926,90.6236352844002,22.7233647721062
"222","Diamide","C06","H2O",1,"case","S3L2",75986.5495,0.800155275502357,1.1638035083017,1.04163557371003,"SAM-MIATCS3ISH",0.711,1.89098382842369e-05,39727.7491043267,72.8572916125135,4.74811076670857,10.1820481272637
"223","Diamide","C12","H2O-2",2,"case","S1L1",1639.2475,0.0222819902889929,0.0233779151604075,0.0284262028377275,"SAM-MIATCS3ISH",0.012,1.64633166041394e-06,0,96.9638208697189,93.3915093342712,116.951455237435
"224","Diamide","C12","H2O-2",2,"case","S1L2",2987.112,0.0382414596336905,0.0232915097856073,0.0517995309500304,"SAM-MIATCS3ISH",0.027,1.69796066686235e-06,0,96.191548638232,95.2937373386972,113.395373194757
"225","Diamide","C12","H2O-2",2,"case","S2L1",2141.117,0.0265488253383469,0.0251732037224419,0.0371291254928293,"SAM-MIATCS3ISH",0.017,1.81026580811159e-06,332.594935771799,97.451990314811,96.0147628064815,106.360559110226
